update,leading_edge_index,leading_edge_value,count_under,second_leading_edge_left_index,second_leading_edge_left_val,second_leading_edge_right_index,second_leading_edge_right_val,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_over
1,511,12,0,None,None,None,None,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0
2,511,12,0,None,None,None,None,0,0,0,0,0,2,504,6,0,0,0,0,0,0,0,0,0,0,0,0
3,511,12,0,None,None,None,None,0,0,0,0,0,5,496,11,0,0,0,0,0,0,0,0,0,0,0,0
4,511,12,0,None,None,None,None,0,0,0,0,0,5,495,12,0,0,0,0,0,0,0,0,0,0,0,0
5,511,12,0,None,None,None,None,0,0,0,0,0,3,498,11,0,0,0,0,0,0,0,0,0,0,0,0
6,511,12,0,None,None,None,None,0,0,0,0,0,4,493,15,0,0,0,0,0,0,0,0,0,0,0,0
7,511,12,0,None,None,None,None,0,0,0,0,0,7,487,18,0,0,0,0,0,0,0,0,0,0,0,0
8,511,12,0,None,None,None,None,0,0,0,0,0,1,487,24,0,0,0,0,0,0,0,0,0,0,0,0
9,511,12,0,None,None,None,None,0,0,0,0,0,2,481,28,1,0,0,0,0,0,0,0,0,0,0,0
10,511,12,0,None,None,None,None,0,0,0,0,0,6,476,28,2,0,0,0,0,0,0,0,0,0,0,0
11,511,12,0,None,None,None,None,0,0,0,0,0,2,486,23,1,0,0,0,0,0,0,0,0,0,0,0
12,511,12,0,None,None,None,None,0,0,0,0,0,1,484,25,2,0,0,0,0,0,0,0,0,0,0,0
13,511,12,0,None,None,None,None,0,0,0,0,0,4,479,28,1,0,0,0,0,0,0,0,0,0,0,0
14,511,12,0,None,None,None,None,0,0,0,0,0,8,473,29,2,0,0,0,0,0,0,0,0,0,0,0
15,511,12,0,None,None,None,None,0,0,0,0,0,2,480,28,2,0,0,0,0,0,0,0,0,0,0,0
16,511,12,0,None,None,None,None,0,0,0,0,0,2,476,33,1,0,0,0,0,0,0,0,0,0,0,0
17,511,12,0,None,None,None,None,0,0,0,0,0,2,471,39,0,0,0,0,0,0,0,0,0,0,0,0
18,511,12,0,None,None,None,None,0,0,0,0,0,1,464,47,0,0,0,0,0,0,0,0,0,0,0,0
19,511,12,0,None,None,None,None,0,0,0,0,0,1,470,40,1,0,0,0,0,0,0,0,0,0,0,0
20,511,12,0,None,None,None,None,0,0,0,0,0,5,459,48,0,0,0,0,0,0,0,0,0,0,0,0
21,511,12,0,None,None,None,None,0,0,0,0,0,1,460,51,0,0,0,0,0,0,0,0,0,0,0,0
22,511,12,0,None,None,None,None,0,0,0,0,0,1,460,51,0,0,0,0,0,0,0,0,0,0,0,0
23,511,12,0,None,None,None,None,0,0,0,0,0,0,464,48,0,0,0,0,0,0,0,0,0,0,0,0
24,511,12,0,None,None,None,None,0,0,0,0,0,5,456,51,0,0,0,0,0,0,0,0,0,0,0,0
25,511,12,0,None,None,None,None,0,0,0,0,0,5,460,45,2,0,0,0,0,0,0,0,0,0,0,0
26,511,12,0,None,None,None,None,0,0,0,0,0,7,458,44,3,0,0,0,0,0,0,0,0,0,0,0
27,511,12,0,None,None,None,None,0,0,0,0,0,5,455,49,3,0,0,0,0,0,0,0,0,0,0,0
28,511,12,0,None,None,None,None,0,0,0,0,0,5,456,45,6,0,0,0,0,0,0,0,0,0,0,0
29,511,12,0,None,None,None,None,0,0,0,0,0,2,458,46,6,0,0,0,0,0,0,0,0,0,0,0
30,511,12,0,None,None,None,None,0,0,0,0,0,6,455,45,6,0,0,0,0,0,0,0,0,0,0,0
31,511,12,0,None,None,None,None,0,0,0,0,0,6,456,47,3,0,0,0,0,0,0,0,0,0,0,0
32,511,12,0,None,None,None,None,0,0,0,0,0,3,462,46,1,0,0,0,0,0,0,0,0,0,0,0
33,511,12,0,None,None,None,None,0,0,0,0,0,7,456,47,2,0,0,0,0,0,0,0,0,0,0,0
34,511,12,0,None,None,None,None,0,0,0,0,0,3,465,42,2,0,0,0,0,0,0,0,0,0,0,0
35,511,12,0,None,None,None,None,0,0,0,0,0,3,462,46,1,0,0,0,0,0,0,0,0,0,0,0
36,511,12,0,None,None,None,None,0,0,0,0,0,2,467,41,2,0,0,0,0,0,0,0,0,0,0,0
37,511,12,0,None,None,None,None,0,0,0,0,0,4,462,45,1,0,0,0,0,0,0,0,0,0,0,0
38,511,12,0,None,None,None,None,0,0,0,0,0,3,462,45,2,0,0,0,0,0,0,0,0,0,0,0
39,511,12,0,None,None,None,None,0,0,0,0,0,3,459,47,3,0,0,0,0,0,0,0,0,0,0,0
40,511,12,0,None,None,None,None,0,0,0,0,0,2,460,47,3,0,0,0,0,0,0,0,0,0,0,0
41,511,12,0,None,None,None,None,0,0,0,0,0,1,460,49,2,0,0,0,0,0,0,0,0,0,0,0
42,511,12,0,None,None,None,None,0,0,0,0,0,5,448,55,4,0,0,0,0,0,0,0,0,0,0,0
43,511,12,0,None,None,None,None,0,0,0,0,0,2,455,53,2,0,0,0,0,0,0,0,0,0,0,0
44,511,12,0,None,None,None,None,0,0,0,0,0,1,442,64,5,0,0,0,0,0,0,0,0,0,0,0
45,511,12,0,None,None,None,None,0,0,0,0,0,3,443,63,3,0,0,0,0,0,0,0,0,0,0,0
