"slurm_task_id","replay_gen","count","frac_crossed"
1,1,17,0.0017
2,2,19,0.0019
3,3,20,0.002
4,4,15,0.0015
5,5,12,0.0012
6,6,21,0.0021
7,7,17,0.0017
8,8,27,0.0027
9,9,24,0.0024
10,10,15,0.0015
11,11,11,0.0011
12,12,20,0.002
13,13,18,0.0018
14,14,6,6e-04
15,15,21,0.0021
16,16,12,0.0012
17,17,13,0.0013
18,18,17,0.0017
19,19,13,0.0013
20,20,14,0.0014
21,21,16,0.0016
22,22,23,0.0023
23,23,17,0.0017
24,24,17,0.0017
25,25,15,0.0015
26,26,16,0.0016
27,27,14,0.0014
28,28,22,0.0022
29,29,14,0.0014
30,30,19,0.0019
31,31,12,0.0012
32,32,23,0.0023
33,33,18,0.0018
34,34,16,0.0016
35,35,16,0.0016
36,36,18,0.0018
37,37,14,0.0014
38,38,16,0.0016
39,39,17,0.0017
40,40,14,0.0014
41,41,16,0.0016
42,42,18,0.0018
43,43,25,0.0025
44,44,9,9e-04
45,45,17,0.0017
46,46,19,0.0019
47,47,21,0.0021
48,48,12,0.0012
49,49,15,0.0015
50,50,22,0.0022
51,51,10,0.001
52,52,21,0.0021
53,53,20,0.002
54,54,17,0.0017
55,55,17,0.0017
56,56,17,0.0017
57,57,15,0.0015
58,58,15,0.0015
59,59,16,0.0016
60,60,13,0.0013
61,61,22,0.0022
62,62,15,0.0015
63,63,14,0.0014
64,64,14,0.0014
65,65,9,9e-04
66,66,17,0.0017
67,67,22,0.0022
68,68,14,0.0014
69,69,16,0.0016
70,70,13,0.0013
71,71,12,0.0012
72,72,16,0.0016
73,73,18,0.0018
74,74,17,0.0017
75,75,14,0.0014
76,76,17,0.0017
77,77,14,0.0014
78,78,16,0.0016
79,79,18,0.0018
80,80,15,0.0015
81,81,12,0.0012
82,82,11,0.0011
83,83,11,0.0011
84,84,8,8e-04
85,85,18,0.0018
86,86,16,0.0016
87,87,20,0.002
88,88,18,0.0018
89,89,14,0.0014
90,90,12,0.0012
91,91,14,0.0014
92,92,10,0.001
93,93,13,0.0013
94,94,15,0.0015
95,95,20,0.002
96,96,17,0.0017
97,97,17,0.0017
98,98,15,0.0015
99,99,12,0.0012
100,100,14,0.0014
101,101,15,0.0015
102,102,20,0.002
103,103,14,0.0014
104,104,14,0.0014
105,105,18,0.0018
106,106,21,0.0021
107,107,12,0.0012
108,108,14,0.0014
109,109,9,9e-04
110,110,16,0.0016
111,111,13,0.0013
112,112,13,0.0013
113,113,22,0.0022
114,114,16,0.0016
115,115,17,0.0017
116,116,10,0.001
117,117,31,0.0031
118,118,16,0.0016
119,119,18,0.0018
120,120,15,0.0015
121,121,11,0.0011
122,122,13,0.0013
123,123,16,0.0016
124,124,16,0.0016
125,125,9,9e-04
126,126,13,0.0013
127,127,22,0.0022
128,128,21,0.0021
129,129,14,0.0014
130,130,16,0.0016
131,131,15,0.0015
132,132,13,0.0013
133,133,14,0.0014
134,134,19,0.0019
135,135,8,8e-04
136,136,14,0.0014
137,137,6,6e-04
138,138,15,0.0015
139,139,15,0.0015
140,140,14,0.0014
141,141,17,0.0017
142,142,21,0.0021
143,143,12,0.0012
144,144,21,0.0021
145,145,12,0.0012
146,146,10,0.001
147,147,7,7e-04
148,148,20,0.002
149,149,21,0.0021
150,150,12,0.0012
151,151,12,0.0012
152,152,18,0.0018
153,153,16,0.0016
154,154,14,0.0014
155,155,25,0.0025
156,156,11,0.0011
157,157,14,0.0014
158,158,12,0.0012
159,159,16,0.0016
160,160,16,0.0016
161,161,17,0.0017
162,162,10,0.001
163,163,14,0.0014
164,164,19,0.0019
165,165,17,0.0017
166,166,15,0.0015
167,167,13,0.0013
168,168,15,0.0015
169,169,10,0.001
170,170,18,0.0018
171,171,19,0.0019
172,172,17,0.0017
173,173,17,0.0017
174,174,9,9e-04
175,175,11,0.0011
176,176,13,0.0013
177,177,8,8e-04
178,178,21,0.0021
179,179,8,8e-04
180,180,13,0.0013
181,181,11,0.0011
182,182,17,0.0017
183,183,10,0.001
184,184,11,0.0011
185,185,13,0.0013
186,186,16,0.0016
187,187,10,0.001
188,188,14,0.0014
189,189,19,0.0019
190,190,15,0.0015
191,191,17,0.0017
192,192,14,0.0014
193,193,16,0.0016
194,194,21,0.0021
195,195,6,6e-04
196,196,18,0.0018
197,197,16,0.0016
198,198,14,0.0014
199,199,8,8e-04
200,200,14,0.0014
201,201,11,0.0011
202,202,12,0.0012
203,203,11,0.0011
204,204,15,0.0015
205,205,15,0.0015
206,206,18,0.0018
207,207,20,0.002
208,208,12,0.0012
209,209,11,0.0011
210,210,11,0.0011
211,211,14,0.0014
212,212,11,0.0011
213,213,9,9e-04
214,214,12,0.0012
215,215,9,9e-04
216,216,12,0.0012
217,217,12,0.0012
218,218,20,0.002
219,219,11,0.0011
220,220,17,0.0017
221,221,12,0.0012
222,222,15,0.0015
223,223,12,0.0012
224,224,18,0.0018
225,225,15,0.0015
226,226,19,0.0019
227,227,7,7e-04
228,228,16,0.0016
229,229,11,0.0011
230,230,16,0.0016
231,231,5,5e-04
232,232,21,0.0021
233,233,14,0.0014
234,234,11,0.0011
235,235,11,0.0011
236,236,15,0.0015
237,237,17,0.0017
238,238,12,0.0012
239,239,15,0.0015
240,240,14,0.0014
241,241,12,0.0012
242,242,6,6e-04
243,243,11,0.0011
244,244,15,0.0015
245,245,11,0.0011
246,246,15,0.0015
247,247,17,0.0017
248,248,5,5e-04
249,249,12,0.0012
250,250,15,0.0015
251,251,20,0.002
252,252,16,0.0016
253,253,17,0.0017
254,254,11,0.0011
255,255,12,0.0012
256,256,13,0.0013
257,257,21,0.0021
258,258,13,0.0013
259,259,19,0.0019
260,260,13,0.0013
261,261,18,0.0018
262,262,13,0.0013
263,263,14,0.0014
264,264,21,0.0021
265,265,14,0.0014
266,266,10,0.001
267,267,14,0.0014
268,268,18,0.0018
269,269,8,8e-04
270,270,16,0.0016
271,271,16,0.0016
272,272,13,0.0013
273,273,23,0.0023
274,274,14,0.0014
275,275,19,0.0019
276,276,13,0.0013
277,277,16,0.0016
278,278,19,0.0019
279,279,18,0.0018
280,280,16,0.0016
281,281,20,0.002
282,282,18,0.0018
283,283,14,0.0014
284,284,17,0.0017
285,285,18,0.0018
286,286,17,0.0017
287,287,13,0.0013
288,288,11,0.0011
289,289,20,0.002
290,290,19,0.0019
291,291,19,0.0019
292,292,27,0.0027
293,293,16,0.0016
294,294,14,0.0014
295,295,20,0.002
296,296,17,0.0017
297,297,16,0.0016
298,298,19,0.0019
299,299,23,0.0023
300,300,13,0.0013
301,301,19,0.0019
302,302,6,6e-04
303,303,13,0.0013
304,304,16,0.0016
305,305,15,0.0015
306,306,14,0.0014
307,307,19,0.0019
308,308,15,0.0015
309,309,9,9e-04
310,310,17,0.0017
311,311,18,0.0018
312,312,15,0.0015
313,313,6,6e-04
314,314,8,8e-04
315,315,7,7e-04
316,316,13,0.0013
317,317,12,0.0012
318,318,10,0.001
319,319,17,0.0017
320,320,8,8e-04
321,321,11,0.0011
322,322,10,0.001
323,323,11,0.0011
324,324,9,9e-04
325,325,9,9e-04
326,326,10,0.001
327,327,7,7e-04
328,328,9,9e-04
329,329,8,8e-04
330,330,11,0.0011
331,331,13,0.0013
332,332,11,0.0011
333,333,15,0.0015
334,334,16,0.0016
335,335,16,0.0016
336,336,7,7e-04
337,337,12,0.0012
338,338,13,0.0013
339,339,14,0.0014
340,340,12,0.0012
341,341,13,0.0013
342,342,17,0.0017
343,343,7,7e-04
344,344,18,0.0018
345,345,18,0.0018
346,346,17,0.0017
347,347,7,7e-04
348,348,12,0.0012
349,349,12,0.0012
350,350,12,0.0012
351,351,8,8e-04
352,352,12,0.0012
353,353,10,0.001
354,354,14,0.0014
355,355,11,0.0011
356,356,10,0.001
357,357,16,0.0016
358,358,13,0.0013
359,359,20,0.002
360,360,11,0.0011
361,361,14,0.0014
362,362,11,0.0011
363,363,15,0.0015
364,364,12,0.0012
365,365,6,6e-04
366,366,14,0.0014
367,367,15,0.0015
368,368,2,2e-04
369,369,11,0.0011
370,370,13,0.0013
371,371,18,0.0018
372,372,5,5e-04
373,373,11,0.0011
374,374,13,0.0013
375,375,8,8e-04
376,376,9,9e-04
377,377,10,0.001
378,378,6,6e-04
379,379,8,8e-04
380,380,11,0.0011
381,381,16,0.0016
382,382,15,0.0015
383,383,10,0.001
384,384,7,7e-04
385,385,9,9e-04
386,386,4,4e-04
387,387,6,6e-04
388,388,14,0.0014
389,389,13,0.0013
390,390,9,9e-04
391,391,5,5e-04
392,392,10,0.001
393,393,12,0.0012
394,394,7,7e-04
395,395,8,8e-04
396,396,7,7e-04
397,397,10,0.001
398,398,10,0.001
399,399,5,5e-04
400,400,7,7e-04
401,401,9,9e-04
402,402,7,7e-04
403,403,10,0.001
404,404,9,9e-04
405,405,11,0.0011
406,406,5,5e-04
407,407,3,3e-04
408,408,8,8e-04
409,409,9,9e-04
410,410,11,0.0011
411,411,9,9e-04
412,412,11,0.0011
413,413,9,9e-04
414,414,6,6e-04
415,415,11,0.0011
416,416,10,0.001
417,417,8,8e-04
418,418,5,5e-04
419,419,5,5e-04
420,420,4,4e-04
421,421,5,5e-04
422,422,13,0.0013
423,423,4,4e-04
424,424,9,9e-04
425,425,8,8e-04
426,426,10,0.001
427,427,12,0.0012
428,428,12,0.0012
429,429,6,6e-04
430,430,8,8e-04
431,431,8,8e-04
432,432,7,7e-04
433,433,6,6e-04
434,434,11,0.0011
435,435,4,4e-04
436,436,6,6e-04
437,437,10,0.001
438,438,5,5e-04
439,439,10,0.001
440,440,5,5e-04
441,441,7,7e-04
442,442,13,0.0013
443,443,7,7e-04
444,444,11,0.0011
445,445,12,0.0012
446,446,5,5e-04
447,447,10,0.001
448,448,9,9e-04
449,449,9,9e-04
450,450,11,0.0011
451,451,12,0.0012
452,452,7,7e-04
453,453,9,9e-04
454,454,12,0.0012
455,455,3,3e-04
456,456,9,9e-04
457,457,7,7e-04
458,458,7,7e-04
459,459,9,9e-04
460,460,5,5e-04
461,461,7,7e-04
462,462,9,9e-04
463,463,11,0.0011
464,464,9,9e-04
465,465,4,4e-04
466,466,12,0.0012
467,467,9,9e-04
468,468,13,0.0013
469,469,5,5e-04
470,470,4,4e-04
471,471,5,5e-04
472,472,5,5e-04
473,473,9,9e-04
474,474,3,3e-04
475,475,4,4e-04
476,476,4,4e-04
477,477,7,7e-04
478,478,7,7e-04
479,479,5,5e-04
480,480,3,3e-04
481,481,3,3e-04
482,482,6,6e-04
483,483,4,4e-04
484,484,8,8e-04
485,485,2,2e-04
486,486,8,8e-04
487,487,6,6e-04
488,488,4,4e-04
489,489,3,3e-04
490,490,7,7e-04
491,491,5,5e-04
492,492,8,8e-04
493,493,6,6e-04
494,494,4,4e-04
495,495,3,3e-04
496,496,5,5e-04
497,497,10,0.001
498,498,6,6e-04
499,499,4,4e-04
500,500,7,7e-04
501,501,7,7e-04
502,502,6,6e-04
503,503,4,4e-04
504,504,4,4e-04
505,505,6,6e-04
506,506,3,3e-04
507,507,2,2e-04
508,508,7,7e-04
509,509,3,3e-04
510,510,6,6e-04
511,511,1,1e-04
512,512,5,5e-04
513,513,5,5e-04
514,514,1,1e-04
515,515,7,7e-04
516,516,7,7e-04
517,517,4,4e-04
518,518,3,3e-04
519,519,9,9e-04
520,520,5,5e-04
521,521,6,6e-04
522,522,14,0.0014
523,523,5,5e-04
524,524,9,9e-04
525,525,9,9e-04
526,526,6,6e-04
527,527,4,4e-04
528,528,5,5e-04
529,529,3,3e-04
530,530,5,5e-04
531,531,4,4e-04
532,532,6,6e-04
533,533,3,3e-04
534,534,4,4e-04
535,535,7,7e-04
536,536,4,4e-04
537,537,6,6e-04
538,538,5,5e-04
539,539,3,3e-04
540,540,5,5e-04
541,541,6,6e-04
542,542,3,3e-04
543,543,5,5e-04
544,544,12,0.0012
545,545,8,8e-04
546,546,7,7e-04
547,547,4,4e-04
548,548,5,5e-04
549,549,6,6e-04
550,550,2,2e-04
551,551,2,2e-04
552,552,6,6e-04
553,553,3,3e-04
554,554,4,4e-04
555,555,2,2e-04
556,556,5,5e-04
557,557,6,6e-04
558,558,7,7e-04
559,559,5,5e-04
560,560,3,3e-04
561,561,2,2e-04
562,562,8,8e-04
563,563,1,1e-04
564,564,4,4e-04
565,565,2,2e-04
566,566,2,2e-04
567,567,2,2e-04
568,568,6,6e-04
569,569,4,4e-04
570,570,4,4e-04
571,571,6,6e-04
572,572,9,9e-04
573,573,7,7e-04
574,574,5,5e-04
575,575,2,2e-04
576,576,8,8e-04
577,577,6,6e-04
578,578,7,7e-04
579,579,6,6e-04
580,580,15,0.0015
581,581,38,0.0038
582,582,27,0.0027
583,583,24,0.0024
584,584,18,0.0018
585,585,18,0.0018
586,586,70,0.007
587,587,366,0.0366
588,588,781,0.0781
589,589,802,0.0802
590,590,1234,0.1234
591,591,1082,0.1082
592,592,1349,0.1349
593,593,1246,0.1246
594,594,1276,0.1276
595,595,759,0.0759
596,596,499,0.0499
597,597,513,0.0513
598,598,10000,1
599,599,10000,1
600,600,10000,1
601,601,10000,1
602,602,10000,1
603,603,10000,1
604,604,10000,1
605,605,10000,1
606,606,10000,1
607,607,10000,1
608,608,10000,1
609,609,10000,1
610,610,10000,1
611,611,10000,1
612,612,10000,1
613,613,10000,1
614,614,10000,1
615,615,10000,1
616,616,10000,1
617,617,10000,1
618,618,10000,1
619,619,10000,1
620,620,10000,1
621,621,10000,1
622,622,10000,1
623,623,10000,1
