"slurm_task_id","replay_gen","count","frac_crossed"
3,9,1,0.001
8,29,1,0.001
24,93,1,0.001
39,153,1,0.001
69,273,1,0.001
149,593,1,0.001
151,601,7,0.007
152,605,26,0.026
153,609,19,0.019
154,613,16,0.016
155,617,10,0.01
156,621,15,0.015
157,625,6,0.006
158,629,11,0.011
159,633,5,0.005
160,637,14,0.014
161,641,14,0.014
162,645,40,0.04
163,649,34,0.034
164,653,42,0.042
165,657,32,0.032
166,661,24,0.024
167,665,26,0.026
168,669,29,0.029
169,673,14,0.014
170,677,12,0.012
171,681,12,0.012
172,685,17,0.017
173,689,20,0.02
174,693,3,0.003
175,697,2,0.002
177,705,3,0.003
178,709,1,0.001
184,733,2,0.002
