"slurm_task_id","replay_gen","count","frac_crossed"
1,1,17,0.0017
2,2,19,0.0019
3,3,20,0.002
4,4,15,0.0015
5,5,12,0.0012
6,6,21,0.0021
7,7,17,0.0017
8,8,27,0.0027
9,9,24,0.0024
10,10,15,0.0015
11,11,11,0.0011
12,12,20,0.002
13,13,18,0.0018
14,14,6,6e-04
15,15,21,0.0021
16,16,12,0.0012
17,17,13,0.0013
18,18,17,0.0017
19,19,13,0.0013
20,20,14,0.0014
21,21,15,0.0015
22,22,24,0.0024
23,23,16,0.0016
24,24,17,0.0017
25,25,16,0.0016
26,26,17,0.0017
27,27,13,0.0013
28,28,22,0.0022
29,29,14,0.0014
30,30,19,0.0019
31,31,12,0.0012
32,32,22,0.0022
33,33,18,0.0018
34,34,17,0.0017
35,35,15,0.0015
36,36,16,0.0016
37,37,15,0.0015
38,38,16,0.0016
39,39,17,0.0017
40,40,13,0.0013
41,41,15,0.0015
42,42,20,0.002
43,43,25,0.0025
44,44,9,9e-04
45,45,18,0.0018
46,46,19,0.0019
47,47,22,0.0022
48,48,12,0.0012
49,49,15,0.0015
50,50,22,0.0022
51,51,9,9e-04
52,52,21,0.0021
53,53,20,0.002
54,54,17,0.0017
55,55,17,0.0017
56,56,17,0.0017
57,57,17,0.0017
58,58,16,0.0016
59,59,16,0.0016
60,60,14,0.0014
61,61,21,0.0021
62,62,15,0.0015
63,63,13,0.0013
64,64,14,0.0014
65,65,13,0.0013
66,66,19,0.0019
67,67,21,0.0021
68,68,14,0.0014
69,69,15,0.0015
70,70,13,0.0013
71,71,12,0.0012
72,72,17,0.0017
73,73,16,0.0016
74,74,18,0.0018
75,75,12,0.0012
76,76,18,0.0018
77,77,12,0.0012
78,78,16,0.0016
79,79,18,0.0018
80,80,16,0.0016
81,81,13,0.0013
82,82,11,0.0011
83,83,10,0.001
84,84,8,8e-04
85,85,17,0.0017
86,86,18,0.0018
87,87,20,0.002
88,88,16,0.0016
89,89,14,0.0014
90,90,12,0.0012
91,91,13,0.0013
92,92,10,0.001
93,93,16,0.0016
94,94,14,0.0014
95,95,20,0.002
96,96,17,0.0017
97,97,15,0.0015
98,98,16,0.0016
99,99,13,0.0013
100,100,13,0.0013
101,101,15,0.0015
102,102,26,0.0026
103,103,20,0.002
104,104,20,0.002
105,105,19,0.0019
106,106,29,0.0029
107,107,15,0.0015
108,108,18,0.0018
109,109,15,0.0015
110,110,26,0.0026
111,111,30,0.003
112,112,35,0.0035
113,113,38,0.0038
114,114,35,0.0035
115,115,50,0.005
116,116,29,0.0029
117,117,48,0.0048
118,118,26,0.0026
119,119,26,0.0026
120,120,25,0.0025
121,121,18,0.0018
122,122,26,0.0026
123,123,26,0.0026
124,124,39,0.0039
125,125,18,0.0018
126,126,30,0.003
127,127,35,0.0035
128,128,36,0.0036
129,129,34,0.0034
130,130,31,0.0031
131,131,28,0.0028
132,132,16,0.0016
133,133,25,0.0025
134,134,18,0.0018
135,135,10,0.001
136,136,15,0.0015
137,137,12,0.0012
138,138,27,0.0027
139,139,28,0.0028
140,140,19,0.0019
141,141,26,0.0026
142,142,25,0.0025
143,143,45,0.0045
144,144,81,0.0081
145,145,77,0.0077
146,146,104,0.0104
147,147,164,0.0164
148,148,128,0.0128
149,149,230,0.023
150,150,160,0.016
151,151,195,0.0195
152,152,229,0.0229
153,153,116,0.0116
154,154,175,0.0175
155,155,136,0.0136
156,156,210,0.021
157,157,198,0.0198
158,158,130,0.013
159,159,509,0.0509
160,160,1868,0.1868
161,161,2014,0.2014
162,162,1528,0.1528
163,163,1511,0.1511
164,164,10000,1
165,165,10000,1
166,166,10000,1
167,167,10000,1
168,168,10000,1
169,169,10000,1
170,170,10000,1
171,171,10000,1
172,172,10000,1
173,173,10000,1
174,174,10000,1
175,175,10000,1
176,176,10000,1
177,177,10000,1
178,178,10000,1
179,179,10000,1
180,180,10000,1
181,181,10000,1
182,182,10000,1
183,183,10000,1
184,184,10000,1
185,185,10000,1
186,186,10000,1
187,187,10000,1
188,188,10000,1
189,189,10000,1
190,190,10000,1
191,191,10000,1
192,192,10000,1
193,193,10000,1
194,194,10000,1
195,195,10000,1
196,196,10000,1
197,197,10000,1
198,198,10000,1
199,199,10000,1
200,200,10000,1
201,201,10000,1
202,202,10000,1
203,203,10000,1
204,204,10000,1
205,205,10000,1
206,206,10000,1
207,207,10000,1
208,208,10000,1
209,209,10000,1
210,210,10000,1
211,211,10000,1
212,212,10000,1
213,213,10000,1
214,214,10000,1
215,215,10000,1
216,216,10000,1
217,217,10000,1
218,218,10000,1
219,219,10000,1
220,220,10000,1
221,221,10000,1
222,222,10000,1
223,223,10000,1
224,224,10000,1
225,225,10000,1
226,226,10000,1
227,227,10000,1
228,228,10000,1
229,229,10000,1
230,230,10000,1
231,231,10000,1
232,232,10000,1
233,233,10000,1
234,234,10000,1
235,235,10000,1
236,236,10000,1
237,237,10000,1
238,238,10000,1
239,239,10000,1
240,240,10000,1
241,241,10000,1
242,242,10000,1
243,243,10000,1
244,244,10000,1
245,245,10000,1
246,246,10000,1
247,247,10000,1
248,248,10000,1
249,249,10000,1
250,250,10000,1
251,251,10000,1
252,252,10000,1
253,253,10000,1
254,254,10000,1
255,255,10000,1
256,256,10000,1
257,257,10000,1
258,258,10000,1
259,259,10000,1
260,260,10000,1
261,261,10000,1
262,262,10000,1
263,263,10000,1
264,264,10000,1
265,265,10000,1
266,266,10000,1
267,267,10000,1
268,268,10000,1
269,269,10000,1
270,270,10000,1
271,271,10000,1
272,272,10000,1
273,273,10000,1
274,274,10000,1
275,275,10000,1
276,276,10000,1
277,277,10000,1
278,278,10000,1
279,279,10000,1
280,280,10000,1
281,281,10000,1
282,282,10000,1
283,283,10000,1
284,284,10000,1
285,285,10000,1
286,286,10000,1
287,287,10000,1
288,288,10000,1
289,289,10000,1
290,290,10000,1
291,291,10000,1
292,292,10000,1
293,293,10000,1
294,294,10000,1
295,295,10000,1
296,296,10000,1
297,297,10000,1
298,298,10000,1
299,299,10000,1
300,300,10000,1
301,301,10000,1
302,302,10000,1
303,303,10000,1
304,304,10000,1
305,305,10000,1
306,306,10000,1
307,307,10000,1
308,308,10000,1
309,309,10000,1
310,310,10000,1
311,311,10000,1
312,312,10000,1
313,313,10000,1
314,314,10000,1
315,315,10000,1
316,316,10000,1
317,317,10000,1
318,318,10000,1
319,319,10000,1
320,320,10000,1
321,321,10000,1
322,322,10000,1
323,323,10000,1
324,324,10000,1
325,325,10000,1
326,326,10000,1
327,327,10000,1
328,328,10000,1
329,329,10000,1
330,330,10000,1
331,331,10000,1
332,332,10000,1
333,333,10000,1
334,334,10000,1
335,335,10000,1
336,336,10000,1
337,337,10000,1
338,338,10000,1
339,339,10000,1
340,340,10000,1
341,341,10000,1
342,342,10000,1
343,343,10000,1
344,344,10000,1
345,345,10000,1
346,346,10000,1
347,347,10000,1
348,348,10000,1
349,349,10000,1
350,350,10000,1
351,351,10000,1
352,352,10000,1
353,353,10000,1
354,354,10000,1
355,355,10000,1
356,356,10000,1
357,357,10000,1
358,358,10000,1
359,359,10000,1
360,360,10000,1
361,361,10000,1
362,362,10000,1
363,363,10000,1
364,364,10000,1
365,365,10000,1
366,366,10000,1
367,367,10000,1
368,368,10000,1
369,369,10000,1
370,370,10000,1
371,371,10000,1
372,372,10000,1
373,373,10000,1
374,374,10000,1
375,375,10000,1
376,376,10000,1
377,377,10000,1
378,378,10000,1
379,379,10000,1
380,380,10000,1
381,381,10000,1
382,382,10000,1
383,383,10000,1
384,384,10000,1
385,385,10000,1
386,386,10000,1
387,387,10000,1
388,388,10000,1
389,389,10000,1
390,390,10000,1
391,391,10000,1
392,392,10000,1
393,393,10000,1
394,394,10000,1
395,395,10000,1
396,396,10000,1
397,397,10000,1
398,398,10000,1
399,399,10000,1
400,400,10000,1
401,401,10000,1
402,402,10000,1
403,403,10000,1
404,404,10000,1
405,405,10000,1
406,406,10000,1
407,407,10000,1
408,408,10000,1
409,409,10000,1
410,410,10000,1
411,411,10000,1
412,412,10000,1
413,413,10000,1
414,414,10000,1
415,415,10000,1
416,416,10000,1
417,417,10000,1
418,418,10000,1
419,419,10000,1
420,420,10000,1
421,421,10000,1
422,422,10000,1
423,423,10000,1
424,424,10000,1
425,425,10000,1
426,426,10000,1
427,427,10000,1
428,428,10000,1
429,429,10000,1
430,430,10000,1
431,431,10000,1
432,432,10000,1
433,433,10000,1
434,434,10000,1
435,435,10000,1
436,436,10000,1
437,437,10000,1
438,438,10000,1
439,439,10000,1
440,440,10000,1
441,441,10000,1
442,442,10000,1
443,443,10000,1
444,444,10000,1
445,445,10000,1
446,446,10000,1
447,447,10000,1
448,448,10000,1
449,449,10000,1
450,450,10000,1
451,451,10000,1
452,452,10000,1
453,453,10000,1
454,454,10000,1
455,455,10000,1
456,456,10000,1
457,457,10000,1
458,458,10000,1
459,459,10000,1
460,460,10000,1
461,461,10000,1
462,462,10000,1
463,463,10000,1
464,464,10000,1
465,465,10000,1
466,466,10000,1
467,467,10000,1
468,468,10000,1
469,469,10000,1
470,470,10000,1
471,471,10000,1
472,472,10000,1
473,473,10000,1
474,474,10000,1
475,475,10000,1
476,476,10000,1
477,477,10000,1
478,478,10000,1
479,479,10000,1
480,480,10000,1
481,481,10000,1
482,482,10000,1
483,483,10000,1
484,484,10000,1
485,485,10000,1
486,486,10000,1
487,487,10000,1
488,488,10000,1
489,489,10000,1
490,490,10000,1
491,491,10000,1
492,492,10000,1
493,493,10000,1
494,494,10000,1
495,495,10000,1
496,496,10000,1
497,497,10000,1
498,498,10000,1
499,499,10000,1
500,500,10000,1
501,501,10000,1
502,502,10000,1
503,503,10000,1
504,504,10000,1
505,505,10000,1
506,506,10000,1
507,507,10000,1
508,508,10000,1
509,509,10000,1
510,510,10000,1
511,511,10000,1
512,512,10000,1
513,513,10000,1
514,514,10000,1
515,515,10000,1
516,516,10000,1
517,517,10000,1
518,518,10000,1
519,519,10000,1
520,520,10000,1
521,521,10000,1
522,522,10000,1
523,523,10000,1
524,524,10000,1
525,525,10000,1
526,526,10000,1
527,527,10000,1
528,528,10000,1
529,529,10000,1
530,530,10000,1
531,531,10000,1
532,532,10000,1
533,533,10000,1
534,534,10000,1
535,535,10000,1
536,536,10000,1
537,537,10000,1
538,538,10000,1
539,539,10000,1
540,540,10000,1
541,541,10000,1
542,542,10000,1
543,543,10000,1
544,544,10000,1
545,545,10000,1
546,546,10000,1
547,547,10000,1
548,548,10000,1
549,549,10000,1
550,550,10000,1
551,551,10000,1
552,552,10000,1
553,553,10000,1
554,554,10000,1
555,555,10000,1
556,556,10000,1
557,557,10000,1
558,558,10000,1
559,559,10000,1
560,560,10000,1
561,561,10000,1
562,562,10000,1
563,563,10000,1
564,564,10000,1
565,565,10000,1
566,566,10000,1
567,567,10000,1
568,568,10000,1
569,569,10000,1
570,570,10000,1
571,571,10000,1
572,572,10000,1
573,573,10000,1
574,574,10000,1
575,575,10000,1
576,576,10000,1
577,577,10000,1
578,578,10000,1
579,579,10000,1
580,580,10000,1
581,581,10000,1
582,582,10000,1
583,583,10000,1
584,584,10000,1
585,585,10000,1
586,586,10000,1
587,587,10000,1
588,588,10000,1
589,589,10000,1
590,590,10000,1
591,591,10000,1
592,592,10000,1
593,593,10000,1
594,594,10000,1
595,595,10000,1
596,596,10000,1
597,597,10000,1
598,598,10000,1
599,599,10000,1
600,600,10000,1
601,601,10000,1
602,602,10000,1
603,603,10000,1
604,604,10000,1
605,605,10000,1
606,606,10000,1
607,607,10000,1
608,608,10000,1
609,609,10000,1
610,610,10000,1
611,611,10000,1
612,612,10000,1
613,613,10000,1
614,614,10000,1
615,615,10000,1
616,616,10000,1
617,617,10000,1
618,618,10000,1
619,619,10000,1
620,620,10000,1
621,621,10000,1
622,622,10000,1
623,623,10000,1
624,624,10000,1
625,625,10000,1
626,626,10000,1
627,627,10000,1
628,628,10000,1
629,629,10000,1
630,630,10000,1
631,631,10000,1
632,632,10000,1
633,633,10000,1
634,634,10000,1
635,635,10000,1
636,636,10000,1
637,637,10000,1
638,638,10000,1
639,639,10000,1
640,640,10000,1
641,641,10000,1
642,642,10000,1
643,643,10000,1
644,644,10000,1
645,645,10000,1
646,646,10000,1
647,647,10000,1
648,648,10000,1
649,649,10000,1
650,650,10000,1
651,651,10000,1
652,652,10000,1
653,653,10000,1
654,654,10000,1
655,655,10000,1
656,656,10000,1
657,657,10000,1
658,658,10000,1
659,659,10000,1
660,660,10000,1
661,661,10000,1
662,662,10000,1
663,663,10000,1
664,664,10000,1
665,665,10000,1
666,666,10000,1
667,667,10000,1
668,668,10000,1
669,669,10000,1
670,670,10000,1
671,671,10000,1
672,672,10000,1
673,673,10000,1
674,674,10000,1
675,675,10000,1
676,676,10000,1
677,677,10000,1
678,678,10000,1
679,679,10000,1
680,680,10000,1
681,681,10000,1
682,682,10000,1
683,683,10000,1
684,684,10000,1
685,685,10000,1
686,686,10000,1
687,687,10000,1
688,688,10000,1
689,689,10000,1
690,690,10000,1
691,691,10000,1
692,692,10000,1
693,693,10000,1
694,694,10000,1
695,695,10000,1
696,696,10000,1
697,697,10000,1
698,698,10000,1
699,699,10000,1
700,700,10000,1
701,701,10000,1
702,702,10000,1
703,703,10000,1
704,704,10000,1
705,705,10000,1
706,706,10000,1
707,707,10000,1
708,708,10000,1
709,709,10000,1
710,710,10000,1
711,711,10000,1
712,712,10000,1
713,713,10000,1
714,714,10000,1
715,715,10000,1
716,716,10000,1
717,717,10000,1
