"slurm_task_id","replay_gen","count","frac_crossed"
2,5,2,0.002
3,9,1,0.001
5,17,2,0.002
7,25,2,0.002
8,29,2,0.002
9,33,1,0.001
10,37,2,0.002
11,41,2,0.002
13,49,2,0.002
14,53,2,0.002
15,57,1,0.001
16,61,2,0.002
17,65,1,0.001
18,69,2,0.002
19,73,2,0.002
21,81,1,0.001
22,85,4,0.004
24,93,2,0.002
25,97,1,0.001
26,101,3,0.003
30,117,3,0.003
31,121,1,0.001
32,125,2,0.002
34,133,1,0.001
36,141,2,0.002
37,145,2,0.002
38,149,1,0.001
39,153,5,0.005
40,157,3,0.003
41,161,1,0.001
42,165,3,0.003
43,169,4,0.004
44,173,1,0.001
45,177,2,0.002
46,181,2,0.002
47,185,1,0.001
48,189,2,0.002
49,193,2,0.002
50,197,2,0.002
51,201,1,0.001
52,205,2,0.002
53,209,2,0.002
54,213,1,0.001
55,217,1,0.001
56,221,1,0.001
57,225,1,0.001
59,233,4,0.004
60,237,2,0.002
61,241,3,0.003
62,245,2,0.002
63,249,1,0.001
64,253,1,0.001
67,265,1,0.001
69,273,4,0.004
70,277,3,0.003
71,281,1,0.001
72,285,3,0.003
74,293,1,0.001
75,297,2,0.002
76,301,1,0.001
78,309,1,0.001
79,313,1,0.001
80,317,1,0.001
81,321,1,0.001
84,333,1,0.001
85,337,1,0.001
86,341,1,0.001
88,349,1,0.001
89,353,2,0.002
90,357,3,0.003
91,361,1,0.001
92,365,2,0.002
93,369,2,0.002
95,377,1,0.001
97,385,1,0.001
98,389,1,0.001
100,397,3,0.003
101,401,1,0.001
103,409,1,0.001
104,413,1,0.001
105,417,2,0.002
106,421,2,0.002
107,425,2,0.002
108,429,2,0.002
109,433,1,0.001
112,445,1,0.001
113,449,1,0.001
115,457,2,0.002
118,469,1,0.001
119,473,1,0.001
120,477,2,0.002
121,481,1,0.001
122,485,1,0.001
127,505,2,0.002
128,509,1,0.001
130,517,1,0.001
132,525,2,0.002
134,533,1,0.001
136,541,1,0.001
140,557,2,0.002
142,565,1,0.001
146,581,1,0.001
149,593,2,0.002
154,613,1,0.001
159,633,1,0.001
160,637,1,0.001
161,641,1,0.001
172,685,1,0.001
176,701,1,0.001
177,705,1,0.001
