"slurm_task_id","replay_gen","count","frac_crossed"
3,9,1,0.001
8,29,1,0.001
24,93,1,0.001
39,153,1,0.001
59,233,1,0.001
133,529,11,0.011
134,533,8,0.008
135,537,10,0.01
136,541,6,0.006
137,545,10,0.01
138,549,9,0.009
139,553,7,0.007
140,557,8,0.008
141,561,3,0.003
142,565,2,0.002
143,569,7,0.007
144,573,6,0.006
145,577,5,0.005
146,581,5,0.005
147,585,6,0.006
148,589,1,0.001
149,593,4,0.004
150,597,1,0.001
152,605,7,0.007
153,609,10,0.01
154,613,5,0.005
155,617,10,0.01
156,621,6,0.006
157,625,11,0.011
158,629,4,0.004
159,633,11,0.011
160,637,4,0.004
161,641,8,0.008
162,645,4,0.004
163,649,11,0.011
164,653,7,0.007
165,657,6,0.006
166,661,5,0.005
167,665,2,0.002
168,669,4,0.004
169,673,3,0.003
170,677,1,0.001
171,681,4,0.004
172,685,2,0.002
173,689,1,0.001
175,697,1,0.001
179,713,5,0.005
180,717,5,0.005
181,721,4,0.004
182,725,4,0.004
183,729,1,0.001
