"slurm_task_id","replay_gen","count","frac_crossed"
3,9,1,0.001
8,29,1,0.001
24,93,1,0.001
26,101,1,0.001
31,121,1,0.001
39,153,1,0.001
48,189,6,0.006
49,193,89,0.089
50,197,96,0.096
51,201,96,0.096
52,205,98,0.098
53,209,97,0.097
54,213,93,0.093
55,217,74,0.074
56,221,75,0.075
57,225,79,0.079
58,229,75,0.075
59,233,68,0.068
60,237,74,0.074
61,241,88,0.088
62,245,74,0.074
63,249,71,0.071
64,253,72,0.072
65,257,52,0.052
66,261,59,0.059
67,265,75,0.075
68,269,44,0.044
69,273,59,0.059
70,277,69,0.069
71,281,60,0.06
72,285,49,0.049
73,289,45,0.045
74,293,46,0.046
75,297,48,0.048
76,301,48,0.048
77,305,45,0.045
78,309,38,0.038
79,313,40,0.04
80,317,39,0.039
81,321,37,0.037
82,325,39,0.039
83,329,41,0.041
84,333,35,0.035
85,337,41,0.041
86,341,32,0.032
87,345,29,0.029
88,349,86,0.086
89,353,78,0.078
90,357,67,0.067
91,361,75,0.075
92,365,70,0.07
93,369,72,0.072
94,373,66,0.066
95,377,68,0.068
96,381,54,0.054
97,385,55,0.055
98,389,64,0.064
99,393,53,0.053
100,397,63,0.063
101,401,54,0.054
102,405,40,0.04
103,409,51,0.051
104,413,38,0.038
105,417,52,0.052
106,421,38,0.038
107,425,15,0.015
108,429,12,0.012
109,433,12,0.012
110,437,7,0.007
111,441,10,0.01
112,445,6,0.006
113,449,5,0.005
114,453,8,0.008
115,457,23,0.023
116,461,25,0.025
117,465,22,0.022
118,469,17,0.017
119,473,23,0.023
120,477,26,0.026
121,481,22,0.022
122,485,17,0.017
123,489,15,0.015
124,493,14,0.014
125,497,12,0.012
126,501,20,0.02
127,505,11,0.011
128,509,6,0.006
129,513,4,0.004
130,517,7,0.007
131,521,7,0.007
132,525,7,0.007
133,529,7,0.007
134,533,7,0.007
135,537,4,0.004
136,541,6,0.006
137,545,5,0.005
138,549,6,0.006
139,553,2,0.002
140,557,3,0.003
142,565,1,0.001
144,573,1,0.001
146,581,1,0.001
147,585,1,0.001
149,593,2,0.002
152,605,2,0.002
153,609,1,0.001
161,641,2,0.002
168,669,1,0.001
176,701,1,0.001
