"slurm_task_id","replay_gen","count","frac_crossed"
3,9,1,0.001
8,29,1,0.001
24,93,1,0.001
39,153,1,0.001
61,241,1,0.001
63,249,2,0.002
65,257,4,0.004
66,261,128,0.128
67,265,107,0.107
68,269,91,0.091
69,273,93,0.093
70,277,96,0.096
71,281,90,0.09
72,285,91,0.091
73,289,83,0.083
74,293,98,0.098
75,297,79,0.079
76,301,77,0.077
77,305,94,0.094
78,309,80,0.08
79,313,79,0.079
80,317,79,0.079
81,321,75,0.075
82,325,75,0.075
83,329,68,0.068
84,333,70,0.07
85,337,71,0.071
86,341,132,0.132
87,345,127,0.127
88,349,143,0.143
89,353,117,0.117
90,357,121,0.121
91,361,107,0.107
92,365,137,0.137
93,369,121,0.121
94,373,119,0.119
95,377,113,0.113
96,381,120,0.12
97,385,113,0.113
98,389,106,0.106
99,393,46,0.046
100,397,52,0.052
101,401,46,0.046
102,405,41,0.041
103,409,46,0.046
104,413,48,0.048
105,417,49,0.049
106,421,46,0.046
107,425,42,0.042
108,429,39,0.039
109,433,34,0.034
110,437,41,0.041
111,441,40,0.04
112,445,32,0.032
113,449,23,0.023
114,453,29,0.029
115,457,34,0.034
116,461,36,0.036
117,465,23,0.023
118,469,39,0.039
119,473,24,0.024
120,477,22,0.022
121,481,26,0.026
122,485,16,0.016
123,489,19,0.019
124,493,15,0.015
125,497,18,0.018
126,501,14,0.014
127,505,17,0.017
128,509,9,0.009
129,513,19,0.019
130,517,20,0.02
131,521,15,0.015
132,525,17,0.017
133,529,12,0.012
134,533,15,0.015
135,537,9,0.009
136,541,12,0.012
137,545,9,0.009
138,549,7,0.007
139,553,5,0.005
140,557,10,0.01
141,561,6,0.006
142,565,10,0.01
143,569,5,0.005
144,573,10,0.01
145,577,6,0.006
146,581,7,0.007
147,585,2,0.002
148,589,5,0.005
149,593,4,0.004
150,597,2,0.002
151,601,3,0.003
153,609,1,0.001
154,613,3,0.003
155,617,3,0.003
156,621,2,0.002
157,625,4,0.004
158,629,4,0.004
159,633,1,0.001
160,637,9,0.009
161,641,3,0.003
162,645,6,0.006
163,649,2,0.002
164,653,3,0.003
165,657,4,0.004
168,669,2,0.002
169,673,1,0.001
174,693,1,0.001
