update,leading_edge_index,leading_edge_value,count_under,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_over
288,237,13,1,227,46,0,0,0,1,140,89,8,0,0,0,0,0,0,0,0,0,0,0
289,238,13,2,222,49,0,0,0,1,143,86,9,0,0,0,0,0,0,0,0,0,0,0
290,239,13,1,221,49,1,0,0,1,146,85,8,0,0,0,0,0,0,0,0,0,0,0
291,240,13,1,216,54,0,0,0,0,146,88,7,0,0,0,0,0,0,0,0,0,0,0
292,241,13,0,218,49,3,0,0,1,150,85,6,0,0,0,0,0,0,0,0,0,0,0
293,242,13,1,216,48,4,0,0,2,149,85,7,0,0,0,0,0,0,0,0,0,0,0
294,243,13,3,213,44,8,0,0,4,145,90,5,0,0,0,0,0,0,0,0,0,0,0
295,243,13,2,211,50,5,0,0,2,150,88,4,0,0,0,0,0,0,0,0,0,0,0
296,244,13,4,208,50,5,0,0,1,145,93,6,0,0,0,0,0,0,0,0,0,0,0
297,245,13,0,209,55,2,0,0,1,144,98,3,0,0,0,0,0,0,0,0,0,0,0
298,246,13,3,206,51,5,0,0,1,150,94,2,0,0,0,0,0,0,0,0,0,0,0
299,247,13,0,212,47,5,0,0,1,147,97,3,0,0,0,0,0,0,0,0,0,0,0
300,248,13,3,208,46,6,0,0,0,150,96,3,0,0,0,0,0,0,0,0,0,0,0
301,248,13,0,214,43,6,0,0,1,146,99,3,0,0,0,0,0,0,0,0,0,0,0
302,249,13,0,216,39,7,0,0,1,151,95,3,0,0,0,0,0,0,0,0,0,0,0
303,250,13,2,211,42,6,0,0,1,153,94,3,0,0,0,0,0,0,0,0,0,0,0
304,251,13,0,212,41,7,0,0,0,150,98,4,0,0,0,0,0,0,0,0,0,0,0
305,252,13,1,212,38,8,0,0,1,152,95,5,0,0,0,0,0,0,0,0,0,0,0
306,253,13,3,210,36,9,0,0,0,157,92,5,0,0,0,0,0,0,0,0,0,0,0
307,254,13,4,211,31,11,0,0,1,155,92,7,0,0,0,0,0,0,0,0,0,0,0
308,255,13,1,210,32,13,0,0,2,156,91,7,0,0,0,0,0,0,0,0,0,0,0
309,256,13,1,206,35,13,0,0,3,156,90,8,0,0,0,0,0,0,0,0,0,0,0
310,256,13,1,209,31,14,0,0,2,155,93,7,0,0,0,0,0,0,0,0,0,0,0
311,257,13,0,207,35,11,1,0,1,151,98,8,0,0,0,0,0,0,0,0,0,0,0
312,258,13,1,208,32,12,0,0,0,161,93,5,0,0,0,0,0,0,0,0,0,0,0
313,259,13,1,204,35,12,0,0,3,157,96,4,0,0,0,0,0,0,0,0,0,0,0
314,260,13,1,206,29,15,0,0,1,160,97,3,0,0,0,0,0,0,0,0,0,0,0
315,261,13,1,207,29,13,0,0,2,164,95,1,0,0,0,0,0,0,0,0,0,0,0
316,262,13,0,201,34,14,0,0,1,167,94,1,0,0,0,0,0,0,0,0,0,0,0
317,262,13,1,201,33,14,0,0,1,165,97,0,0,0,0,0,0,0,0,0,0,0,0
318,263,14,2,202,28,16,0,0,0,168,95,1,0,0,0,0,0,0,0,0,0,0,0
319,264,14,1,199,27,20,0,0,1,164,98,2,0,0,0,0,0,0,0,0,0,0,0
320,265,14,0,199,27,20,0,0,1,163,99,3,0,0,0,0,0,0,0,0,0,0,0
321,266,14,1,201,26,18,0,0,1,171,89,5,0,0,0,0,0,0,0,0,0,0,0
322,267,14,2,192,30,21,0,0,1,172,90,4,0,0,0,0,0,0,0,0,0,0,0
323,268,14,1,191,29,22,0,0,1,174,88,6,0,0,0,0,0,0,0,0,0,0,0
324,269,14,1,195,22,24,0,0,2,166,95,7,0,0,0,0,0,0,0,0,0,0,0
325,270,14,0,197,23,21,0,0,4,173,86,8,0,0,0,0,0,0,0,0,0,0,0
326,271,14,3,191,26,21,0,0,0,176,87,8,0,0,0,0,0,0,0,0,0,0,0
327,272,14,1,188,27,24,0,0,0,172,91,9,0,0,0,0,0,0,0,0,0,0,0
328,273,14,3,183,32,21,0,0,1,171,91,10,0,0,0,0,0,0,0,0,0,0,0
329,274,14,1,182,34,21,0,0,0,173,90,10,1,0,0,0,0,0,0,0,0,0,0
330,274,14,3,178,32,24,0,0,2,176,85,11,1,0,0,0,0,0,0,0,0,0,0
331,274,14,0,180,35,22,0,0,0,182,84,9,0,0,0,0,0,0,0,0,0,0,0
332,274,14,0,176,41,20,0,0,2,182,82,9,0,0,0,0,0,0,0,0,0,0,0
333,275,14,2,164,49,20,1,0,2,181,81,12,0,0,0,0,0,0,0,0,0,0,0
334,275,14,0,167,52,17,0,0,1,180,83,12,0,0,0,0,0,0,0,0,0,0,0
335,276,14,0,169,49,17,0,0,4,180,77,16,0,0,0,0,0,0,0,0,0,0,0
336,276,14,0,171,50,14,0,0,1,179,79,18,0,0,0,0,0,0,0,0,0,0,0
337,277,14,1,170,49,14,0,0,0,184,76,18,0,0,0,0,0,0,0,0,0,0,0
338,278,14,4,166,47,16,0,0,1,186,73,19,0,0,0,0,0,0,0,0,0,0,0
339,279,14,1,168,49,14,0,0,0,185,74,21,0,0,0,0,0,0,0,0,0,0,0
340,280,14,1,171,46,13,0,0,3,186,70,22,0,0,0,0,0,0,0,0,0,0,0
341,281,14,0,171,47,12,0,0,1,185,76,20,0,0,0,0,0,0,0,0,0,0,0
342,282,14,1,170,47,11,0,0,0,188,73,22,0,0,0,0,0,0,0,0,0,0,0
343,283,14,1,171,45,11,0,0,1,184,78,21,0,0,0,0,0,0,0,0,0,0,0
344,283,14,1,169,49,9,0,0,2,181,83,18,0,0,0,0,0,0,0,0,0,0,0
345,283,14,0,174,46,8,0,0,1,179,86,18,0,0,0,0,0,0,0,0,0,0,0
346,284,14,2,169,47,9,0,0,1,182,83,19,0,0,0,0,0,0,0,0,0,0,0
347,285,14,2,172,42,10,0,0,5,177,85,19,0,0,0,0,0,0,0,0,0,0,0
348,286,14,0,176,39,10,0,0,0,180,85,22,0,0,0,0,0,0,0,0,0,0,0
349,287,14,2,166,43,13,0,0,2,185,77,24,0,0,0,0,0,0,0,0,0,0,0
350,288,14,1,169,42,11,0,0,3,182,80,24,0,0,0,0,0,0,0,0,0,0,0
351,289,14,0,172,41,9,0,0,0,187,80,23,0,0,0,0,0,0,0,0,0,0,0
352,290,14,2,168,41,10,0,0,2,185,81,21,2,0,0,0,0,0,0,0,0,0,0
353,291,14,1,173,36,10,0,0,1,182,84,24,1,0,0,0,0,0,0,0,0,0,0
354,292,14,1,170,40,8,0,0,1,180,83,28,1,0,0,0,0,0,0,0,0,0,0
355,293,14,1,175,35,7,0,0,0,180,87,26,1,0,0,0,0,0,0,0,0,0,0
356,294,14,1,176,33,7,0,0,3,176,86,29,1,0,0,0,0,0,0,0,0,0,0
357,295,14,3,168,38,7,0,0,1,177,85,31,2,0,0,0,0,0,0,0,0,0,0
358,296,14,3,162,45,5,0,0,1,179,84,31,2,0,0,0,0,0,0,0,0,0,0
359,297,14,2,157,51,4,0,0,0,183,83,31,1,0,0,0,0,0,0,0,0,0,0
360,298,14,2,159,49,3,0,0,1,181,83,33,1,0,0,0,0,0,0,0,0,0,0
361,299,14,2,158,48,4,0,0,2,182,82,34,0,0,0,0,0,0,0,0,0,0,0
362,300,14,2,157,51,1,0,0,0,182,84,35,0,0,0,0,0,0,0,0,0,0,0
363,301,14,1,156,53,0,0,0,0,179,87,34,2,0,0,0,0,0,0,0,0,0,0
364,301,14,1,161,47,1,0,0,1,180,88,33,0,0,0,0,0,0,0,0,0,0,0
365,302,14,3,162,43,1,0,0,1,180,86,36,0,0,0,0,0,0,0,0,0,0,0
366,303,14,1,160,46,1,0,0,1,176,93,34,0,0,0,0,0,0,0,0,0,0,0
367,303,15,1,165,42,0,0,0,0,177,92,34,1,0,0,0,0,0,0,0,0,0,0
368,304,15,3,166,38,0,0,0,1,183,87,32,2,0,0,0,0,0,0,0,0,0,0
369,305,15,2,169,35,0,0,0,0,184,84,35,3,0,0,0,0,0,0,0,0,0,0
370,306,15,1,168,36,0,0,0,3,180,86,34,3,1,0,0,0,0,0,0,0,0,0
371,307,15,3,166,35,0,0,0,0,181,87,34,4,2,0,0,0,0,0,0,0,0,0
372,308,15,1,166,36,0,0,0,1,181,88,31,6,2,0,0,0,0,0,0,0,0,0
373,308,15,3,167,33,0,0,0,2,179,90,31,7,0,0,0,0,0,0,0,0,0,0
374,309,15,0,168,35,0,0,0,3,183,86,30,7,0,0,0,0,0,0,0,0,0,0
375,309,15,1,162,39,0,0,0,1,187,85,28,9,0,0,0,0,0,0,0,0,0,0
376,310,15,1,160,39,1,0,0,1,188,85,32,5,0,0,0,0,0,0,0,0,0,0
377,311,15,3,160,37,0,0,0,0,189,88,31,4,0,0,0,0,0,0,0,0,0,0
378,312,15,4,158,36,1,0,0,1,187,90,30,5,0,0,0,0,0,0,0,0,0,0
379,313,15,2,165,31,0,0,0,1,189,90,28,6,0,0,0,0,0,0,0,0,0,0
380,314,15,0,164,33,0,0,0,2,191,83,32,7,0,0,0,0,0,0,0,0,0,0
381,315,15,0,170,26,0,0,0,1,190,84,33,8,0,0,0,0,0,0,0,0,0,0
382,316,15,2,165,28,0,0,0,2,187,86,33,9,0,0,0,0,0,0,0,0,0,0
383,317,15,2,165,27,0,0,0,3,181,89,36,9,0,0,0,0,0,0,0,0,0,0
384,317,15,2,168,24,0,0,0,0,182,91,36,9,0,0,0,0,0,0,0,0,0,0
385,316,15,3,169,23,0,0,0,2,186,84,37,8,0,0,0,0,0,0,0,0,0,0
386,317,15,0,172,22,0,0,0,0,193,78,37,10,0,0,0,0,0,0,0,0,0,0
387,317,15,2,170,20,2,0,0,3,184,84,38,9,0,0,0,0,0,0,0,0,0,0
388,318,15,2,172,18,1,0,0,1,186,84,37,11,0,0,0,0,0,0,0,0,0,0
389,319,15,1,168,22,1,0,0,2,184,83,38,13,0,0,0,0,0,0,0,0,0,0
390,320,15,1,170,19,2,0,0,0,189,78,41,12,0,0,0,0,0,0,0,0,0,0
391,321,15,0,167,24,0,0,0,1,186,77,45,12,0,0,0,0,0,0,0,0,0,0
392,322,15,1,161,27,0,0,0,0,184,81,45,13,0,0,0,0,0,0,0,0,0,0
393,323,15,2,161,25,0,0,0,2,179,85,42,16,0,0,0,0,0,0,0,0,0,0
394,324,15,2,159,26,0,0,0,0,179,89,40,17,0,0,0,0,0,0,0,0,0,0
395,325,15,0,161,25,0,0,0,1,180,91,34,20,0,0,0,0,0,0,0,0,0,0
396,326,15,1,156,28,0,0,0,0,182,88,37,20,0,0,0,0,0,0,0,0,0,0
397,326,15,1,158,26,0,0,0,0,188,85,32,22,0,0,0,0,0,0,0,0,0,0
398,327,15,1,158,26,0,0,0,1,192,84,30,20,0,0,0,0,0,0,0,0,0,0
399,328,15,1,159,22,1,0,0,1,196,82,28,22,0,0,0,0,0,0,0,0,0,0
400,329,15,2,159,18,3,0,0,0,193,83,33,21,0,0,0,0,0,0,0,0,0,0
401,330,15,0,158,22,1,0,0,2,193,84,30,22,0,0,0,0,0,0,0,0,0,0
402,331,15,1,154,25,0,0,0,1,192,85,31,23,0,0,0,0,0,0,0,0,0,0
403,332,15,0,159,20,0,0,0,2,185,88,34,24,0,0,0,0,0,0,0,0,0,0
404,333,15,3,156,19,0,0,0,6,188,81,34,25,0,0,0,0,0,0,0,0,0,0
405,334,15,5,153,19,0,0,0,0,193,85,31,26,0,0,0,0,0,0,0,0,0,0
406,335,15,3,155,18,0,0,0,2,190,86,30,28,0,0,0,0,0,0,0,0,0,0
407,335,15,0,156,20,0,0,0,2,196,79,31,28,0,0,0,0,0,0,0,0,0,0
408,336,15,1,152,22,0,0,0,0,200,80,28,29,0,0,0,0,0,0,0,0,0,0
409,337,15,1,152,22,0,0,0,2,193,84,29,29,0,0,0,0,0,0,0,0,0,0
410,336,15,0,150,24,1,0,0,0,196,81,31,29,0,0,0,0,0,0,0,0,0,0
411,337,15,0,148,24,2,0,0,1,197,85,25,30,0,0,0,0,0,0,0,0,0,0
412,337,15,0,146,26,2,0,0,2,192,87,27,30,0,0,0,0,0,0,0,0,0,0
413,338,15,1,144,27,1,0,0,3,186,91,28,31,0,0,0,0,0,0,0,0,0,0
414,337,15,0,149,23,2,0,0,0,192,85,31,30,0,0,0,0,0,0,0,0,0,0
415,338,15,0,150,22,1,0,0,1,196,79,33,30,0,0,0,0,0,0,0,0,0,0
416,339,15,0,149,21,2,0,0,1,194,85,29,31,0,0,0,0,0,0,0,0,0,0
417,340,15,0,149,20,2,0,0,0,196,85,26,34,0,0,0,0,0,0,0,0,0,0
418,341,15,1,140,25,4,0,0,1,200,85,23,33,0,0,0,0,0,0,0,0,0,0
419,342,15,0,139,28,3,0,0,0,208,79,24,31,0,0,0,0,0,0,0,0,0,0
420,342,15,3,135,28,3,0,0,0,207,84,22,30,0,0,0,0,0,0,0,0,0,0
421,343,15,2,132,32,2,0,0,2,208,83,19,32,0,0,0,0,0,0,0,0,0,0
422,344,15,0,133,32,3,0,0,2,209,83,17,33,0,0,0,0,0,0,0,0,0,0
423,345,15,0,132,30,4,0,0,0,207,85,17,37,0,0,0,0,0,0,0,0,0,0
424,346,15,1,128,32,3,1,0,1,214,76,20,35,1,0,0,0,0,0,0,0,0,0
425,347,15,0,132,29,3,0,0,2,214,78,16,37,1,0,0,0,0,0,0,0,0,0
426,348,15,1,130,27,5,0,0,3,218,74,14,38,2,0,0,0,0,0,0,0,0,0
427,348,15,1,131,28,3,0,0,2,217,74,15,39,2,0,0,0,0,0,0,0,0,0
428,349,15,1,128,30,3,0,0,0,219,74,15,41,1,0,0,0,0,0,0,0,0,0
429,350,15,1,136,22,2,0,0,1,211,82,15,40,2,0,0,0,0,0,0,0,0,0
430,351,15,2,135,20,3,0,0,1,213,81,16,38,3,0,0,0,0,0,0,0,0,0
431,352,15,0,140,18,1,0,0,1,211,83,17,38,3,0,0,0,0,0,0,0,0,0
432,353,15,1,140,16,2,0,0,0,211,84,21,35,2,0,0,0,0,0,0,0,0,0
433,354,15,3,135,17,2,0,0,1,216,79,21,35,3,0,0,0,0,0,0,0,0,0
434,355,15,1,137,15,3,0,0,1,216,78,22,36,3,0,0,0,0,0,0,0,0,0
435,356,15,1,131,19,4,0,0,4,217,72,27,35,2,0,0,0,0,0,0,0,0,0
436,356,15,1,132,20,2,0,0,0,224,68,28,37,0,0,0,0,0,0,0,0,0,0
437,357,15,1,131,20,2,0,0,1,221,71,32,33,0,0,0,0,0,0,0,0,0,0
438,358,15,2,129,20,2,0,0,2,217,75,31,34,0,0,0,0,0,0,0,0,0,0
439,359,15,3,127,21,1,0,0,2,214,81,28,35,0,0,0,0,0,0,0,0,0,0
440,360,15,3,124,23,1,0,0,2,216,81,28,33,1,0,0,0,0,0,0,0,0,0
441,361,15,1,123,26,0,0,0,5,213,79,31,33,1,0,0,0,0,0,0,0,0,0
442,361,15,1,123,26,0,0,0,3,217,76,33,31,2,0,0,0,0,0,0,0,0,0
443,362,15,1,123,25,0,0,0,1,219,79,30,31,3,0,0,0,0,0,0,0,0,0
444,362,15,0,124,25,0,0,0,3,215,77,36,29,3,0,0,0,0,0,0,0,0,0
445,362,15,1,124,23,1,0,0,1,221,76,34,28,3,0,0,0,0,0,0,0,0,0
446,363,15,1,124,22,1,0,0,0,222,75,36,28,3,0,0,0,0,0,0,0,0,0
447,364,15,2,123,21,1,0,0,1,228,71,36,28,1,0,0,0,0,0,0,0,0,0
448,365,15,1,123,20,2,0,0,3,228,68,37,29,1,0,0,0,0,0,0,0,0,0
449,366,15,0,125,17,3,0,0,4,224,70,38,30,1,0,0,0,0,0,0,0,0,0
450,367,15,1,127,13,3,0,0,4,230,64,37,32,1,0,0,0,0,0,0,0,0,0
451,367,15,1,124,16,3,0,0,4,232,65,35,31,1,0,0,0,0,0,0,0,0,0
452,368,15,0,121,18,4,0,0,2,232,71,33,30,1,0,0,0,0,0,0,0,0,0
453,369,15,0,124,15,3,0,0,2,229,71,35,32,1,0,0,0,0,0,0,0,0,0
454,370,15,0,121,16,4,0,0,3,228,72,35,32,1,0,0,0,0,0,0,0,0,0
455,371,15,0,123,14,4,0,0,2,229,76,33,29,2,0,0,0,0,0,0,0,0,0
456,372,15,0,121,13,5,0,0,2,226,79,32,32,2,0,0,0,0,0,0,0,0,0
457,371,16,1,121,12,6,0,0,2,225,85,31,25,4,0,0,0,0,0,0,0,0,0
458,371,16,1,120,12,7,0,0,2,226,86,30,25,3,0,0,0,0,0,0,0,0,0
459,372,16,1,122,11,5,0,0,2,222,89,32,24,4,0,0,0,0,0,0,0,0,0
460,373,16,3,122,7,6,0,0,2,228,87,28,24,5,0,0,0,0,0,0,0,0,0
461,374,16,3,120,7,7,0,0,2,231,82,31,22,7,0,0,0,0,0,0,0,0,0
462,375,16,2,121,8,5,0,0,2,229,81,39,19,6,0,0,0,0,0,0,0,0,0
463,376,16,2,121,6,6,0,0,0,232,81,37,20,7,0,0,0,0,0,0,0,0,0
464,377,16,2,123,4,5,0,0,5,223,87,31,25,7,0,0,0,0,0,0,0,0,0
465,378,16,1,122,6,4,0,0,0,230,93,25,23,8,0,0,0,0,0,0,0,0,0
466,379,15,1,118,7,6,0,0,0,240,86,22,24,8,0,0,0,0,0,0,0,0,0
467,379,15,2,115,8,7,0,0,0,243,82,24,24,7,0,0,0,0,0,0,0,0,0
468,380,15,2,111,9,9,0,0,2,240,83,23,24,9,0,0,0,0,0,0,0,0,0
469,381,15,0,108,11,11,0,0,4,241,83,26,22,6,0,0,0,0,0,0,0,0,0
470,381,15,0,106,15,9,0,0,1,243,85,26,21,6,0,0,0,0,0,0,0,0,0
471,381,15,2,106,12,10,0,0,0,243,82,31,21,5,0,0,0,0,0,0,0,0,0
472,382,15,1,106,11,11,0,0,0,246,77,33,21,6,0,0,0,0,0,0,0,0,0
473,383,15,0,110,10,8,0,0,1,249,73,35,17,9,0,0,0,0,0,0,0,0,0
474,384,15,2,105,12,8,0,0,0,241,79,39,18,8,0,0,0,0,0,0,0,0,0
475,384,15,1,106,11,9,0,0,0,242,80,42,16,5,0,0,0,0,0,0,0,0,0
476,385,15,0,103,16,7,0,0,2,246,80,39,14,5,0,0,0,0,0,0,0,0,0
477,386,15,0,103,17,5,0,0,4,244,80,40,13,6,0,0,0,0,0,0,0,0,0
478,386,15,0,101,19,5,0,0,5,243,75,47,11,6,0,0,0,0,0,0,0,0,0
479,386,15,1,101,18,5,0,0,2,246,74,48,10,7,0,0,0,0,0,0,0,0,0
480,387,15,1,100,18,5,0,0,2,247,77,44,11,7,0,0,0,0,0,0,0,0,0
481,388,15,1,101,15,6,0,0,1,252,72,45,12,7,0,0,0,0,0,0,0,0,0
482,389,15,4,95,16,7,0,0,0,254,70,44,15,7,0,0,0,0,0,0,0,0,0
483,390,15,0,96,19,6,0,0,2,256,71,42,13,7,0,0,0,0,0,0,0,0,0
484,391,15,0,101,12,7,0,0,1,258,72,42,12,7,0,0,0,0,0,0,0,0,0
485,392,15,2,101,8,8,0,0,1,265,66,44,12,5,0,0,0,0,0,0,0,0,0
486,393,15,1,101,9,6,1,0,1,269,61,44,13,6,0,0,0,0,0,0,0,0,0
487,394,15,1,102,8,6,0,0,3,262,68,42,13,7,0,0,0,0,0,0,0,0,0
488,395,15,1,101,9,4,1,0,1,264,70,40,13,7,1,0,0,0,0,0,0,0,0
489,396,15,1,100,11,3,0,0,0,263,75,36,15,7,1,0,0,0,0,0,0,0,0
490,397,15,3,94,13,4,0,0,1,258,77,36,20,6,0,0,0,0,0,0,0,0,0
491,398,15,1,100,11,2,0,0,4,248,85,37,16,8,0,0,0,0,0,0,0,0,0
492,399,15,0,101,10,1,0,0,0,248,89,40,17,6,0,0,0,0,0,0,0,0,0
493,400,15,1,98,10,2,0,0,3,244,93,37,19,5,0,0,0,0,0,0,0,0,0
494,400,15,1,97,11,2,0,0,2,247,94,34,20,4,0,0,0,0,0,0,0,0,0
495,401,15,1,95,11,3,0,0,0,243,103,33,17,6,0,0,0,0,0,0,0,0,0
496,402,15,0,95,11,3,0,0,1,247,99,30,19,7,0,0,0,0,0,0,0,0,0
497,403,15,1,95,10,2,0,0,1,241,104,29,20,9,0,0,0,0,0,0,0,0,0
498,404,15,0,97,7,3,0,0,2,244,105,25,21,8,0,0,0,0,0,0,0,0,0
499,405,15,2,96,5,3,0,0,1,244,111,20,24,6,0,0,0,0,0,0,0,0,0
500,406,15,0,97,6,2,0,0,2,245,105,26,23,6,0,0,0,0,0,0,0,0,0
501,407,15,1,92,8,3,0,0,4,241,108,25,23,7,0,0,0,0,0,0,0,0,0
502,408,15,1,91,9,2,0,0,2,243,108,25,25,5,1,0,0,0,0,0,0,0,0
503,409,15,2,90,8,2,0,0,1,247,101,30,27,4,0,0,0,0,0,0,0,0,0
504,410,15,2,89,9,1,0,0,0,244,101,34,27,5,0,0,0,0,0,0,0,0,0
505,411,15,0,90,9,1,0,0,1,246,99,33,28,5,0,0,0,0,0,0,0,0,0
506,412,15,1,90,8,1,0,0,0,248,99,32,28,5,0,0,0,0,0,0,0,0,0
507,413,15,0,91,7,1,0,0,1,249,94,34,29,6,0,0,0,0,0,0,0,0,0
508,413,15,0,91,6,1,0,0,2,251,101,23,30,7,0,0,0,0,0,0,0,0,0
509,413,15,1,89,8,0,0,0,1,247,106,23,34,3,0,0,0,0,0,0,0,0,0
510,414,15,0,91,6,0,0,0,1,243,105,30,33,3,0,0,0,0,0,0,0,0,0
511,415,15,0,88,8,0,0,0,1,242,110,27,33,3,0,0,0,0,0,0,0,0,0
512,416,15,1,87,7,0,0,0,1,239,113,27,34,3,0,0,0,0,0,0,0,0,0
513,417,15,0,89,6,0,0,0,1,235,117,30,30,4,0,0,0,0,0,0,0,0,0
514,418,15,1,87,5,0,0,0,2,240,109,34,31,3,0,0,0,0,0,0,0,0,0
515,419,15,1,86,5,0,0,0,0,239,114,35,30,2,0,0,0,0,0,0,0,0,0
516,419,15,0,85,7,0,0,0,5,237,112,34,32,0,0,0,0,0,0,0,0,0,0
517,420,15,0,83,9,0,0,0,1,237,117,35,30,0,0,0,0,0,0,0,0,0,0
518,421,15,1,82,7,0,0,0,0,235,120,33,34,0,0,0,0,0,0,0,0,0,0
519,422,15,0,81,8,0,0,0,1,240,114,34,34,0,0,0,0,0,0,0,0,0,0
520,423,15,0,80,8,0,0,0,1,246,112,30,35,0,0,0,0,0,0,0,0,0,0
521,424,15,0,79,8,0,0,0,1,245,114,34,31,0,0,0,0,0,0,0,0,0,0
522,425,15,1,79,6,0,0,0,3,244,115,31,33,0,0,0,0,0,0,0,0,0,0
523,426,15,1,78,5,1,0,0,2,242,119,30,34,0,0,0,0,0,0,0,0,0,0
524,427,15,2,76,4,2,0,0,1,248,114,30,35,0,0,0,0,0,0,0,0,0,0
525,428,15,1,74,7,1,0,0,2,246,120,25,36,0,0,0,0,0,0,0,0,0,0
526,429,15,1,74,6,1,0,0,2,250,115,25,38,0,0,0,0,0,0,0,0,0,0
527,429,15,0,77,4,1,0,0,0,244,123,25,38,0,0,0,0,0,0,0,0,0,0
528,430,15,0,77,4,0,0,0,1,246,121,22,41,0,0,0,0,0,0,0,0,0,0
529,431,15,0,76,4,0,0,0,2,233,131,25,40,1,0,0,0,0,0,0,0,0,0
530,430,15,1,76,4,0,0,0,2,228,137,24,39,1,0,0,0,0,0,0,0,0,0
531,431,15,1,74,5,0,0,0,1,228,139,23,41,0,0,0,0,0,0,0,0,0,0
532,432,15,0,75,3,1,0,0,1,220,150,20,42,0,0,0,0,0,0,0,0,0,0
533,433,15,2,69,6,1,0,0,1,224,148,18,42,1,0,0,0,0,0,0,0,0,0
534,434,15,1,70,6,0,0,0,2,226,145,19,42,1,0,0,0,0,0,0,0,0,0
535,435,15,0,69,7,0,0,0,2,229,142,16,45,2,0,0,0,0,0,0,0,0,0
536,436,15,0,68,7,0,0,0,0,236,139,15,46,1,0,0,0,0,0,0,0,0,0
537,437,15,0,67,7,0,0,0,4,236,135,18,44,1,0,0,0,0,0,0,0,0,0
538,438,15,0,66,7,0,0,0,2,233,141,19,43,1,0,0,0,0,0,0,0,0,0
539,439,15,0,66,6,0,0,0,1,231,143,20,44,1,0,0,0,0,0,0,0,0,0
540,439,15,1,66,5,0,0,0,1,240,132,22,43,2,0,0,0,0,0,0,0,0,0
541,439,15,2,68,2,0,0,0,1,245,127,21,44,2,0,0,0,0,0,0,0,0,0
542,440,15,2,68,1,0,0,0,0,247,123,23,46,2,0,0,0,0,0,0,0,0,0
543,441,15,0,68,2,0,0,0,2,249,123,20,46,2,0,0,0,0,0,0,0,0,0
544,442,15,1,66,2,0,0,0,3,245,120,28,42,5,0,0,0,0,0,0,0,0,0
545,443,15,2,64,2,0,0,0,3,244,126,23,41,7,0,0,0,0,0,0,0,0,0
546,444,15,0,64,3,0,0,0,1,236,136,23,39,10,0,0,0,0,0,0,0,0,0
547,445,15,0,63,3,0,0,0,3,227,147,20,39,9,1,0,0,0,0,0,0,0,0
548,446,15,0,63,3,0,0,0,3,237,137,21,40,8,0,0,0,0,0,0,0,0,0
549,447,15,0,59,5,0,0,0,3,238,131,26,45,5,0,0,0,0,0,0,0,0,0
550,447,15,0,58,6,0,0,0,1,240,130,28,45,4,0,0,0,0,0,0,0,0,0
551,448,15,0,61,3,0,0,0,3,238,128,30,45,4,0,0,0,0,0,0,0,0,0
552,449,15,1,60,2,0,0,0,1,234,133,32,47,2,0,0,0,0,0,0,0,0,0
553,450,15,1,58,2,0,0,0,3,233,129,33,51,2,0,0,0,0,0,0,0,0,0
554,451,15,0,59,2,0,0,0,2,236,124,37,48,3,1,0,0,0,0,0,0,0,0
555,451,15,1,58,1,0,0,0,0,238,123,38,48,4,1,0,0,0,0,0,0,0,0
556,451,15,0,58,2,0,0,0,1,234,127,38,47,4,1,0,0,0,0,0,0,0,0
557,451,15,2,57,1,0,0,0,2,228,127,42,47,4,2,0,0,0,0,0,0,0,0
558,452,15,0,58,1,0,0,0,1,238,114,44,51,3,2,0,0,0,0,0,0,0,0
559,453,15,0,56,2,0,0,0,3,242,109,43,52,2,2,1,0,0,0,0,0,0,0
560,454,15,0,55,2,0,0,0,0,244,110,47,47,1,3,3,0,0,0,0,0,0,0
561,455,15,0,55,1,0,0,0,1,247,104,52,44,2,1,5,0,0,0,0,0,0,0
562,456,15,0,52,3,0,0,0,1,247,104,53,45,0,0,7,0,0,0,0,0,0,0
563,457,15,0,50,4,0,0,0,3,248,103,52,43,0,0,9,0,0,0,0,0,0,0
564,458,16,1,47,5,0,0,0,3,240,112,54,38,1,0,10,1,0,0,0,0,0,0
565,459,16,1,48,3,0,0,0,3,236,120,48,38,2,0,11,2,0,0,0,0,0,0
566,460,16,0,48,3,0,0,0,3,237,116,51,36,3,0,12,3,0,0,0,0,0,0
567,461,15,2,43,6,0,0,0,1,239,115,51,36,3,0,13,3,0,0,0,0,0,0
568,462,15,1,41,7,0,0,0,3,235,113,53,37,4,0,14,4,0,0,0,0,0,0
569,463,15,1,41,6,0,0,0,0,238,111,55,35,5,0,14,6,0,0,0,0,0,0
570,464,15,0,38,9,0,0,0,1,234,118,51,34,5,0,14,8,0,0,0,0,0,0
571,465,15,0,37,9,0,0,0,2,227,123,48,37,5,0,16,8,0,0,0,0,0,0
572,466,15,0,36,9,0,0,0,2,220,126,52,36,7,0,16,8,0,0,0,0,0,0
573,467,16,0,39,5,0,0,0,1,225,120,52,33,9,0,17,11,0,0,0,0,0,0
574,468,16,0,38,5,0,0,0,1,229,115,53,32,9,0,17,13,0,0,0,0,0,0
575,469,16,0,37,6,0,0,0,4,222,118,54,28,11,0,16,16,0,0,0,0,0,0
576,470,16,0,34,7,0,0,0,2,224,122,48,30,11,0,18,16,0,0,0,0,0,0
