slurm_task_id,trial_id,relative_update,cross_counter
194,40,525,1
194,44,634,1
194,48,560,1
194,50,549,1
195,4,531,1
195,8,306,1
195,14,247,1
195,22,601,1
195,24,474,1
195,31,545,1
195,41,433,1
195,49,533,1
196,1,549,1
196,7,184,1
196,14,507,1
196,36,578,1
196,41,459,1
196,42,438,1
196,43,399,1
197,2,607,1
197,20,506,1
197,27,624,1
197,30,404,1
197,35,375,1
197,36,538,1
197,39,691,1
197,40,366,1
197,40,235,2
197,43,632,1
197,46,511,1
198,4,604,1
198,5,481,1
198,6,259,1
198,6,298,2
198,8,626,1
198,10,249,1
198,16,463,1
198,27,249,1
198,29,692,1
198,30,232,1
198,44,364,1
199,1,526,1
199,1,208,2
199,8,443,1
199,11,488,1
199,13,449,1
199,28,419,1
199,35,516,1
199,37,383,1
199,47,660,1
200,3,601,1
200,5,585,1
200,6,334,1
200,15,516,1
200,20,318,1
200,21,540,1
200,23,472,1
200,26,299,1
200,27,619,1
200,28,543,1
200,37,278,1
