update,leading_edge_index,leading_edge_value,count_under,second_leading_edge_left_index,second_leading_edge_left_val,second_leading_edge_right_index,second_leading_edge_right_val,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_over
1,7,12,0,None,None,None,None,504,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,12,2,None,None,None,None,497,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,12,2,None,None,None,None,491,9,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
4,10,12,5,None,None,None,None,486,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,12,4,None,None,None,None,488,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
6,11,12,4,None,None,None,None,485,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
7,12,12,3,None,None,None,None,487,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,12,1,None,None,None,None,483,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
9,14,12,3,None,None,None,None,474,20,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,12,2,None,None,None,None,477,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,12,3,None,None,None,None,476,17,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0
12,17,12,4,None,None,None,None,474,16,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
13,18,12,2,None,None,None,None,480,11,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0
14,19,12,3,None,None,None,None,476,13,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
15,20,12,4,None,None,None,None,468,18,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
16,21,12,0,None,None,None,None,468,21,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
17,22,12,2,None,None,None,None,459,27,1,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0
18,23,12,5,None,None,None,None,458,22,3,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0
19,24,12,7,None,None,None,None,455,24,1,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0
20,25,12,5,None,None,None,None,457,24,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0
21,26,12,6,None,None,None,None,458,21,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0
22,27,12,3,None,None,None,None,454,27,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0
23,27,12,4,None,None,None,None,451,29,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0
24,28,12,3,None,None,None,None,438,42,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0
25,28,12,0,None,None,None,None,440,43,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0
26,29,12,6,None,None,None,None,428,48,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0
27,30,12,4,None,None,None,None,429,47,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
28,30,12,4,None,None,None,None,421,56,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
29,31,12,6,None,None,None,None,419,55,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31,12,4,None,None,None,None,424,52,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
31,32,12,3,None,None,None,None,425,51,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33,12,5,None,None,None,None,424,47,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
33,34,12,5,None,None,None,None,422,49,1,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,12,2,None,None,None,None,428,46,1,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,12,5,None,None,None,None,421,46,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
36,36,12,4,None,None,None,None,424,44,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
37,37,12,3,None,None,None,None,433,36,2,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
38,38,12,7,None,None,None,None,430,33,3,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0
39,39,12,5,None,None,None,None,425,41,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,12,6,None,None,None,None,418,45,2,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
41,41,12,3,None,None,None,None,419,46,2,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,12,5,None,None,None,None,411,49,4,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0
43,43,12,1,None,None,None,None,413,50,4,0,0,1,39,4,0,0,0,0,0,0,0,0,0,0,0,0
44,44,12,2,None,None,None,None,410,53,2,0,0,0,40,5,0,0,0,0,0,0,0,0,0,0,0,0
45,45,12,5,None,None,None,None,402,56,3,0,0,0,40,5,1,0,0,0,0,0,0,0,0,0,0,0
46,46,12,5,None,None,None,None,402,54,4,0,0,0,40,6,1,0,0,0,0,0,0,0,0,0,0,0
47,46,12,4,None,None,None,None,407,51,3,0,0,0,42,4,1,0,0,0,0,0,0,0,0,0,0,0
