update,leading_edge_index,leading_edge_value,count_under,second_leading_edge_left_index,second_leading_edge_left_val,second_leading_edge_right_index,second_leading_edge_right_val,count_6,count_7,count_8,count_9,count_10,count_11,count_12,count_13,count_14,count_15,count_16,count_17,count_18,count_19,count_20,count_21,count_22,count_23,count_24,count_over
1,7,12,0,None,None,None,None,504,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,12,3,None,None,None,None,494,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,12,3,None,None,None,None,491,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,12,3,None,None,None,None,488,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,12,4,None,None,None,None,486,9,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
6,12,12,4,None,None,None,None,482,12,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
7,13,12,6,None,None,None,None,479,12,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
8,14,12,4,None,None,None,None,476,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
9,15,12,4,None,None,None,None,470,22,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,12,3,None,None,None,None,459,33,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
11,17,12,3,None,None,None,None,458,33,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
12,18,12,2,None,None,None,None,456,36,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
13,19,12,4,None,None,None,None,445,43,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20,12,2,None,None,None,None,449,40,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0
15,20,12,3,None,None,None,None,448,40,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
16,21,12,4,None,None,None,None,442,44,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
17,22,12,4,None,None,None,None,442,43,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
18,23,12,4,None,None,None,None,443,41,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
19,24,12,7,None,None,None,None,438,41,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,12,6,None,None,None,None,440,39,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,12,5,None,None,None,None,442,38,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0
22,27,12,4,None,None,None,None,443,36,1,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
23,28,12,8,None,None,None,None,437,38,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
24,29,12,2,None,None,None,None,438,41,1,0,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0
25,30,12,5,None,None,None,None,435,41,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
26,31,12,6,None,None,None,None,436,38,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
27,32,12,4,None,None,None,None,436,38,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
28,33,12,4,None,None,None,None,433,41,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
29,34,12,3,None,None,None,None,428,45,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
30,34,12,1,None,None,None,None,428,47,1,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
31,35,12,4,None,None,None,None,421,49,2,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
32,36,12,1,None,None,None,None,424,47,3,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0
33,37,12,2,None,None,None,None,424,47,1,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0
34,38,12,3,None,None,None,None,421,47,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0
35,39,12,5,None,None,None,None,411,52,4,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0
36,39,12,9,None,None,None,None,409,50,4,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0
37,39,12,3,None,None,None,None,416,49,4,0,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0
38,40,12,4,None,None,None,None,427,36,4,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0
39,41,12,4,None,None,None,None,428,34,4,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0
40,42,12,6,None,None,None,None,429,29,5,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0
41,43,12,4,None,None,None,None,429,28,7,0,0,1,41,2,0,0,0,0,0,0,0,0,0,0,0,0
42,44,12,4,None,None,None,None,434,24,5,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0
43,45,12,2,None,None,None,None,426,32,6,0,0,0,44,2,0,0,0,0,0,0,0,0,0,0,0,0
44,46,12,6,None,None,None,None,415,37,7,0,0,1,44,2,0,0,0,0,0,0,0,0,0,0,0,0
45,47,12,2,None,None,None,None,414,42,6,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0
46,46,13,4,None,None,None,None,411,44,6,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0
47,47,13,1,None,None,None,None,408,49,6,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0
48,48,13,4,None,None,None,None,406,47,6,0,0,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0
49,49,13,7,None,None,None,None,397,51,7,0,0,2,44,4,0,0,0,0,0,0,0,0,0,0,0,0
50,48,12,8,None,None,None,None,394,54,7,0,0,2,42,5,0,0,0,0,0,0,0,0,0,0,0,0
51,49,12,2,None,None,None,None,393,59,8,0,0,0,43,7,0,0,0,0,0,0,0,0,0,0,0,0
52,50,12,7,None,None,None,None,382,63,9,0,0,1,46,4,0,0,0,0,0,0,0,0,0,0,0,0
53,50,12,5,None,None,None,None,382,64,10,0,0,0,47,4,0,0,0,0,0,0,0,0,0,0,0,0
54,51,12,4,None,None,None,None,393,55,7,1,0,0,45,7,0,0,0,0,0,0,0,0,0,0,0,0
55,51,12,5,None,None,None,None,393,54,7,1,0,0,47,5,0,0,0,0,0,0,0,0,0,0,0,0
56,52,12,2,None,None,None,None,392,56,6,3,0,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0
57,53,12,0,None,None,None,None,394,56,7,1,0,2,48,4,0,0,0,0,0,0,0,0,0,0,0,0
58,54,12,2,None,None,None,None,386,61,8,0,0,1,50,4,0,0,0,0,0,0,0,0,0,0,0,0
59,55,12,3,None,None,None,None,389,59,6,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,0,0
60,56,12,3,None,None,None,None,390,57,5,0,0,0,54,3,0,0,0,0,0,0,0,0,0,0,0,0
61,57,12,1,None,None,None,None,395,54,4,0,0,0,54,4,0,0,0,0,0,0,0,0,0,0,0,0
62,58,12,5,None,None,None,None,386,57,5,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0
63,59,12,2,None,None,None,None,395,51,4,0,0,1,55,4,0,0,0,0,0,0,0,0,0,0,0,0
64,60,12,3,None,None,None,None,401,44,3,0,0,1,57,3,0,0,0,0,0,0,0,0,0,0,0,0
65,61,12,1,None,None,None,None,399,46,4,0,0,0,59,3,0,0,0,0,0,0,0,0,0,0,0,0
66,61,12,3,None,None,None,None,394,51,2,0,0,1,58,3,0,0,0,0,0,0,0,0,0,0,0,0
67,62,12,4,None,None,None,None,390,52,3,0,0,1,57,5,0,0,0,0,0,0,0,0,0,0,0,0
68,63,12,1,None,None,None,None,388,55,4,0,0,0,58,6,0,0,0,0,0,0,0,0,0,0,0,0
69,63,12,2,None,None,None,None,381,61,4,0,0,0,58,6,0,0,0,0,0,0,0,0,0,0,0,0
70,64,12,2,None,None,None,None,376,63,6,0,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0
71,65,12,1,None,None,None,None,381,61,3,0,0,0,59,7,0,0,0,0,0,0,0,0,0,0,0,0
72,66,12,1,None,None,None,None,387,53,4,0,0,0,60,7,0,0,0,0,0,0,0,0,0,0,0,0
73,67,12,2,None,None,None,None,387,53,2,0,0,1,62,5,0,0,0,0,0,0,0,0,0,0,0,0
74,67,12,3,None,None,None,None,382,55,4,0,0,0,62,6,0,0,0,0,0,0,0,0,0,0,0,0
75,68,12,4,None,None,None,None,381,55,3,0,0,1,62,6,0,0,0,0,0,0,0,0,0,0,0,0
76,68,12,2,None,None,None,None,383,54,4,0,0,0,63,6,0,0,0,0,0,0,0,0,0,0,0,0
77,69,12,0,None,None,None,None,384,57,1,0,0,0,64,6,0,0,0,0,0,0,0,0,0,0,0,0
78,70,12,3,None,None,None,None,380,58,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,0,0,0
79,71,12,3,None,None,None,None,375,62,0,0,0,0,63,9,0,0,0,0,0,0,0,0,0,0,0,0
80,72,12,1,None,None,None,None,377,61,0,0,0,0,65,8,0,0,0,0,0,0,0,0,0,0,0,0
81,73,12,2,None,None,None,None,366,70,0,0,0,1,67,6,0,0,0,0,0,0,0,0,0,0,0,0
82,73,12,2,None,None,None,None,366,69,1,0,0,0,71,3,0,0,0,0,0,0,0,0,0,0,0,0
83,73,11,2,None,None,None,None,360,75,1,0,0,1,67,6,0,0,0,0,0,0,0,0,0,0,0,0
