"leading_edge_index","leading_edge_val","count","crossed_frac"
288,12,313,0.0313
288,13,834,0.0834
288,14,2272,0.2272
288,15,5244,0.5244
288,16,8911,0.8911
288,17,9985,0.9985
296,12,313,0.0313
296,13,805,0.0805
296,14,2185,0.2185
296,15,5072,0.5072
296,16,8930,0.893
296,17,9986,0.9986
304,12,273,0.0273
304,13,734,0.0734
304,14,2125,0.2125
304,15,5060,0.506
304,16,8844,0.8844
304,17,9987,0.9987
312,12,231,0.0231
312,13,734,0.0734
312,14,2064,0.2064
312,15,4970,0.497
312,16,8811,0.8811
312,17,9988,0.9988
320,12,189,0.0189
320,13,641,0.0641
320,14,1869,0.1869
320,15,4898,0.4898
320,16,8832,0.8832
320,17,9989,0.9989
328,12,196,0.0196
328,13,616,0.0616
328,14,1885,0.1885
328,15,4770,0.477
328,16,8787,0.8787
328,17,9988,0.9988
336,12,156,0.0156
336,13,523,0.0523
336,14,1798,0.1798
336,15,4692,0.4692
336,16,8791,0.8791
336,17,9992,0.9992
344,12,146,0.0146
344,13,473,0.0473
344,14,1675,0.1675
344,15,4662,0.4662
344,16,8697,0.8697
344,17,9992,0.9992
352,12,132,0.0132
352,13,426,0.0426
352,14,1596,0.1596
352,15,4479,0.4479
352,16,8720,0.872
352,17,9989,0.9989
360,12,110,0.011
360,13,403,0.0403
360,14,1446,0.1446
360,15,4426,0.4426
360,16,8695,0.8695
360,17,9984,0.9984
368,12,86,0.0086
368,13,409,0.0409
368,14,1411,0.1411
368,15,4309,0.4309
368,16,8618,0.8618
368,17,9991,0.9991
376,12,86,0.0086
376,13,305,0.0305
376,14,1295,0.1295
376,15,4122,0.4122
376,16,8496,0.8496
376,17,9984,0.9984
384,12,68,0.0068
384,13,269,0.0269
384,14,1223,0.1223
384,15,3992,0.3992
384,16,8554,0.8554
384,17,9987,0.9987
392,12,58,0.0058
392,13,252,0.0252
392,14,1125,0.1125
392,15,3792,0.3792
392,16,8519,0.8519
392,17,9990,0.999
400,12,52,0.0052
400,13,206,0.0206
400,14,981,0.0981
400,15,3621,0.3621
400,16,8370,0.837
400,17,9987,0.9987
408,12,45,0.0045
408,13,185,0.0185
408,14,885,0.0885
408,15,3579,0.3579
408,16,8312,0.8312
408,17,9982,0.9982
416,12,35,0.0035
416,13,164,0.0164
416,14,829,0.0829
416,15,3283,0.3283
416,16,8103,0.8103
416,17,9986,0.9986
424,12,23,0.0023
424,13,130,0.013
424,14,708,0.0708
424,15,3108,0.3108
424,16,8011,0.8011
424,17,9973,0.9973
432,12,20,0.002
432,13,97,0.0097
432,14,586,0.0586
432,15,2687,0.2687
432,16,7970,0.797
432,17,9971,0.9971
440,12,8,8e-04
440,13,76,0.0076
440,14,522,0.0522
440,15,2592,0.2592
440,16,7905,0.7905
440,17,9984,0.9984
448,12,7,7e-04
448,13,52,0.0052
448,14,401,0.0401
448,15,2309,0.2309
448,16,7595,0.7595
448,17,9981,0.9981
456,12,6,6e-04
456,13,46,0.0046
456,14,322,0.0322
456,15,1931,0.1931
456,16,7275,0.7275
456,17,9972,0.9972
464,12,12,0.0012
464,13,24,0.0024
464,14,227,0.0227
464,15,1654,0.1654
464,16,6910,0.691
464,17,9961,0.9961
472,12,7,7e-04
472,13,22,0.0022
472,14,169,0.0169
472,15,1396,0.1396
472,16,6591,0.6591
472,17,9974,0.9974
480,12,7,7e-04
480,13,13,0.0013
480,14,117,0.0117
480,15,1105,0.1105
480,16,5848,0.5848
480,17,9947,0.9947
488,12,6,6e-04
488,13,11,0.0011
488,14,73,0.0073
488,15,798,0.0798
488,16,5115,0.5115
488,17,9946,0.9946
496,12,3,3e-04
496,13,11,0.0011
496,14,39,0.0039
496,15,554,0.0554
496,16,4079,0.4079
496,17,9907,0.9907
504,12,2,2e-04
504,13,12,0.0012
504,14,17,0.0017
504,15,266,0.0266
504,16,2731,0.2731
504,17,9722,0.9722
