slurm_task_id,trial_id,relative_update,cross_counter
11,529,363,2
11,681,494,1
11,711,468,1
11,786,337,1
11,848,4454,1
11,848,111,2
11,871,7623,1
11,875,1066,1
11,887,2361,1
11,924,4625,1
11,945,2346,1
11,953,125,1
11,953,176,2
12,20,5661,1
12,40,5879,1
12,109,8944,1
12,116,489,1
12,125,8154,1
12,128,2306,1
12,135,1752,1
12,135,212,2
12,144,5318,1
12,157,3860,1
12,157,476,2
12,163,8234,1
12,198,2908,1
12,316,2186,1
12,336,7067,1
12,352,2626,1
12,373,9267,1
12,440,9098,1
12,440,289,2
12,440,323,3
12,525,6676,1
12,540,7101,1
12,554,1460,1
12,568,8665,1
12,568,336,2
12,610,4101,1
12,638,9326,1
12,638,535,2
12,643,1189,1
12,759,8057,1
12,759,369,2
12,796,2484,1
12,817,8538,1
12,948,6223,1
13,28,717,1
13,33,9627,1
13,33,372,2
13,93,2931,1
13,138,5102,1
13,141,965,1
13,155,6848,1
13,161,7459,1
13,161,448,2
13,208,8651,1
13,220,5755,1
13,257,9433,1
13,283,4208,1
13,283,5324,2
13,287,7153,1
13,364,7581,1
13,377,5621,1
13,515,3563,1
13,649,3621,1
13,674,3913,1
13,717,5362,1
13,728,2674,1
13,729,1174,1
13,857,1855,1
14,13,9771,1
14,161,3273,1
14,188,8613,1
14,188,475,2
14,236,4334,1
14,327,8158,1
14,327,444,2
14,384,3781,1
14,396,9311,1
14,432,7601,1
14,469,8897,1
14,492,3502,1
14,492,3655,2
14,502,5237,1
14,525,8577,1
14,562,4053,1
14,591,1613,1
14,616,911,1
14,766,9908,1
14,838,7830,1
14,847,3834,1
14,847,549,2
15,3,2673,1
15,3,503,2
15,38,6471,1
15,89,1107,1
15,125,348,1
15,125,481,2
15,198,1092,1
15,244,8945,1
15,252,4771,1
15,252,203,2
15,311,1019,1
15,340,2187,1
15,347,3746,1
15,381,7266,1
15,386,5402,1
15,400,5436,1
15,422,9146,1
15,426,3762,1
15,460,5856,1
15,491,3692,1
15,511,2356,1
15,615,201,1
15,672,9514,1
15,855,1132,1
15,856,8557,1
15,856,607,2
15,856,419,3
15,861,6245,1
16,13,3886,1
16,22,8143,1
16,27,4123,1
16,84,5106,1
16,109,8258,1
16,131,3003,1
16,257,7076,1
16,292,7698,1
16,315,5884,1
16,317,9260,1
16,330,6161,1
16,330,353,2
16,352,4343,1
16,370,9508,1
16,453,2246,1
16,493,6912,1
16,617,6807,1
16,682,2218,1
16,697,6740,1
16,714,6346,1
16,807,819,1
16,894,7040,1
16,958,7439,1
16,959,314,1
17,28,5255,1
17,61,4461,1
17,76,8456,1
17,148,6602,1
17,163,8887,1
17,176,3104,1
17,184,4503,1
17,186,4377,1
17,186,206,2
17,195,5437,1
17,195,630,2
17,239,5731,1
17,304,5599,1
17,355,5885,1
17,357,7076,1
17,367,4649,1
17,391,6651,1
17,431,1644,1
17,473,1449,1
17,523,8541,1
17,537,4635,1
17,702,5151,1
17,707,1243,1
17,707,474,2
17,760,2496,1
17,760,668,2
17,773,5696,1
17,773,275,2
17,834,5471,1
17,835,2371,1
17,835,3177,2
17,835,703,3
17,864,2469,1
17,904,7459,1
17,918,9185,1
17,927,4477,1
17,958,297,1
17,959,7544,1
18,17,6321,1
18,45,9274,1
18,45,294,2
18,67,5120,1
18,105,9507,1
18,136,391,1
18,148,6330,1
18,183,7585,1
18,203,8956,1
18,228,8893,1
18,283,8837,1
18,310,7595,1
18,317,6604,1
18,323,6685,1
18,364,1758,1
18,371,2762,1
18,371,341,2
18,401,874,1
18,451,8944,1
18,488,165,1
18,503,8533,1
18,613,9080,1
18,623,7575,1
18,635,7009,1
18,671,4445,1
18,695,6048,1
18,695,316,2
18,752,8698,1
18,836,3571,1
18,836,572,2
18,922,5016,1
18,924,2390,1
19,51,7400,1
19,78,5846,1
19,78,233,2
19,251,6940,1
19,407,3565,1
19,412,1706,1
19,413,608,1
19,424,7772,1
19,445,9682,1
19,494,8652,1
19,518,8621,1
19,518,349,2
19,567,4081,1
19,570,3609,1
19,600,9388,1
19,688,4612,1
19,713,7888,1
19,723,7109,1
19,740,4500,1
19,818,9396,1
19,836,9762,1
19,947,1052,1
19,977,774,1
19,988,2006,1
20,62,7965,1
20,98,5539,1
20,190,9039,1
20,259,2628,1
20,284,8627,1
20,294,4686,1
20,294,545,2
20,294,518,3
20,294,546,4
20,384,3461,1
20,394,948,1
20,403,7946,1
20,415,2471,1
20,439,9451,1
20,459,2041,1
20,491,9168,1
20,493,6014,1
20,493,476,2
20,500,3964,1
20,558,747,1
20,581,2878,1
20,620,6053,1
20,676,1139,1
20,691,5120,1
20,714,7562,1
20,721,1557,1
20,728,1874,1
20,812,8342,1
20,845,5759,1
20,858,2345,1
20,858,572,2
20,874,5156,1
20,874,456,2
20,879,7954,1
20,879,644,2
20,879,419,3
20,879,185,4
20,898,5977,1
20,920,4520,1
20,920,330,2
20,923,1234,1
20,927,1196,1
20,955,5721,1
20,963,3028,1
21,35,8953,1
21,60,3659,1
21,84,5357,1
21,214,7643,1
21,231,9503,1
21,251,9157,1
21,268,3475,1
21,279,8070,1
21,298,6859,1
21,298,363,2
21,298,206,3
21,298,357,4
21,313,3675,1
21,356,519,1
21,399,8088,1
21,409,1964,1
21,471,8705,1
21,541,224,1
21,610,4508,1
21,631,4576,1
21,687,815,1
21,739,3697,1
21,819,9101,1
21,848,8225,1
21,848,406,2
21,899,1649,1
21,909,1419,1
21,909,263,2
22,48,9382,1
22,115,7417,1
22,146,6225,1
22,291,3863,1
22,320,6286,1
22,320,245,2
22,364,8496,1
22,385,3607,1
22,469,569,1
22,484,8566,1
22,532,4828,1
22,588,5573,1
22,631,3092,1
22,690,9995,1
22,806,9690,1
22,828,4688,1
22,842,6678,1
22,852,2756,1
22,872,5205,1
23,99,1981,1
23,111,2581,1
23,132,3785,1
23,170,7145,1
23,198,1036,1
23,232,6780,1
23,288,6931,1
23,300,8871,1
23,363,4286,1
23,363,498,2
23,371,8310,1
23,400,4110,1
23,400,378,2
23,477,2461,1
23,477,512,2
23,477,300,3
23,532,6311,1
23,542,8434,1
23,561,5592,1
23,608,9112,1
23,619,9872,1
23,632,5025,1
23,632,498,2
23,635,4676,1
23,641,9338,1
23,663,2629,1
23,680,6271,1
23,710,7150,1
23,717,4115,1
23,731,7087,1
23,731,418,2
23,731,296,3
23,731,527,4
23,744,4618,1
23,744,439,2
23,744,483,3
23,939,1458,1
23,939,560,2
23,996,6738,1
23,996,655,2
23,997,7899,1
23,997,427,2
24,9,1677,1
24,9,501,2
24,15,9610,1
24,15,112,2
24,17,1136,1
24,94,750,1
24,122,1159,1
24,122,273,2
24,168,2222,1
24,222,8856,1
24,222,551,2
24,239,1113,1
24,260,9419,1
24,265,1385,1
24,308,4960,1
24,329,2302,1
24,415,8068,1
24,441,6426,1
24,460,7422,1
24,564,9848,1
24,572,5013,1
24,696,584,1
24,814,5537,1
24,814,235,2
24,815,2301,1
24,862,5655,1
24,925,5321,1
24,953,9798,1
24,997,5137,1
25,4,3531,1
25,25,1870,1
25,25,273,2
25,54,3413,1
25,58,2096,1
25,59,9273,1
25,212,1849,1
25,225,6494,1
25,321,4576,1
25,357,1338,1
25,377,802,1
25,377,2285,2
25,432,2507,1
25,459,1842,1
25,459,493,2
25,461,5684,1
25,470,2732,1
25,525,6542,1
25,544,2964,1
25,544,529,2
25,553,325,1
25,592,2709,1
25,592,356,2
25,607,4848,1
25,607,319,2
25,665,9263,1
25,778,8289,1
25,781,1035,1
25,857,9526,1
25,935,5270,1
25,935,369,2
26,5,6585,1
26,19,9855,1
26,34,4297,1
26,68,8344,1
26,122,1612,1
26,125,9358,1
26,137,5206,1
26,140,5486,1
26,161,5460,1
26,162,4668,1
26,162,756,2
26,196,1182,1
26,277,3188,1
26,302,2323,1
26,394,919,1
26,400,3297,1
26,438,8141,1
26,438,459,2
26,444,4746,1
26,549,852,1
26,552,5848,1
26,604,6451,1
26,604,437,2
26,660,6893,1
26,666,1039,1
26,675,6385,1
26,815,3099,1
26,983,721,1
27,15,6688,1
27,25,1854,1
27,82,8941,1
27,98,7277,1
27,151,3066,1
27,172,1584,1
27,172,293,2
27,392,3537,1
27,467,4314,1
27,508,4862,1
27,513,9219,1
27,520,7238,1
27,535,8729,1
27,570,7744,1
27,581,611,1
27,631,6998,1
27,631,292,2
27,644,4350,1
27,730,1257,1
27,809,3153,1
27,867,8574,1
27,905,5613,1
27,905,387,2
27,905,355,3
27,911,1697,1
27,946,1987,1
27,946,280,2
28,62,6444,1
28,90,2535,1
28,95,1800,1
28,175,8357,1
28,188,9790,1
28,195,6441,1
28,278,2367,1
28,298,3564,1
28,339,1811,1
28,370,9608,1
28,478,4117,1
28,609,3790,1
28,648,425,1
28,670,3788,1
28,691,9422,1
28,730,4563,1
28,743,768,1
28,745,8985,1
28,745,199,2
28,986,4171,1
28,992,4394,1
29,8,5322,1
29,45,8294,1
29,96,2725,1
29,164,3141,1
29,261,8036,1
29,361,6266,1
29,367,7474,1
29,428,991,1
29,433,2605,1
29,442,4304,1
29,470,1439,1
29,483,8396,1
29,485,6372,1
29,530,2072,1
29,530,444,2
29,559,3872,1
29,567,516,1
29,569,8793,1
29,596,584,1
29,600,9680,1
29,613,1483,1
29,645,283,1
29,736,1648,1
29,747,9493,1
29,808,5241,1
29,808,465,2
29,877,1650,1
29,881,3072,1
29,906,4107,1
29,925,5329,1
30,16,2388,1
30,35,207,1
30,67,2669,1
30,67,524,2
30,74,4667,1
30,78,109,1
30,135,3284,1
30,160,9334,1
30,168,6667,1
30,238,1950,1
30,262,1748,1
30,272,9281,1
30,286,7782,1
30,287,9267,1
30,297,9616,1
30,367,9177,1
30,421,3625,1
30,421,173,2
30,422,8604,1
30,445,2690,1
30,445,569,2
30,499,9387,1
30,515,7835,1
30,528,8031,1
30,528,658,2
30,528,566,3
30,554,7356,1
30,557,2192,1
30,607,7919,1
30,654,4593,1
30,686,3758,1
30,686,596,2
30,741,6298,1
30,889,6110,1
30,893,7632,1
30,927,2608,1
30,927,5036,2
30,959,1904,1
30,959,507,2
30,959,557,3
30,980,4838,1
30,995,1567,1
31,51,4553,1
31,71,7767,1
31,129,1882,1
31,237,6292,1
31,268,5220,1
31,357,1038,1
31,359,9666,1
31,365,8872,1
31,444,8142,1
31,466,6787,1
31,483,7633,1
31,495,2422,1
31,524,1181,1
31,524,390,2
31,601,9399,1
31,601,448,2
31,627,4130,1
31,630,4494,1
31,688,7647,1
31,689,8659,1
31,742,3841,1
31,747,7062,1
31,747,368,2
31,754,8234,1
31,771,4831,1
31,801,7048,1
31,833,685,1
31,837,2358,1
31,863,6737,1
31,954,3643,1
31,997,6450,1
32,17,7008,1
32,76,1553,1
32,76,432,2
32,134,3375,1
32,134,408,2
32,134,1350,3
32,141,7859,1
32,220,9259,1
32,304,172,1
32,329,2288,1
32,358,6701,1
32,361,4570,1
32,367,3416,1
32,472,2578,1
32,472,601,2
32,472,453,3
32,474,4664,1
32,551,690,1
32,560,1245,1
32,596,9617,1
32,621,424,1
32,638,4415,1
32,663,7071,1
32,748,3100,1
32,797,8181,1
32,804,5362,1
32,827,5331,1
32,910,7297,1
32,915,4101,1
32,955,2900,1
32,986,152,1
33,27,5191,1
33,47,4238,1
33,80,9050,1
33,173,952,1
33,194,6262,1
33,194,224,2
33,212,6704,1
33,259,6248,1
33,350,120,1
33,420,7500,1
33,420,442,2
33,462,1089,1
33,532,2346,1
33,555,7526,1
33,576,8061,1
33,630,8088,1
33,630,312,2
33,661,6340,1
33,671,5502,1
33,672,8924,1
33,770,7250,1
33,805,3449,1
33,891,5663,1
33,955,1675,1
33,955,621,2
34,24,4760,1
34,71,5508,1
34,71,305,2
34,77,7251,1
34,86,1543,1
34,86,372,2
34,88,5559,1
34,88,352,2
34,196,8324,1
34,232,902,1
34,249,3447,1
34,289,4528,1
34,311,8730,1
34,332,8958,1
34,411,9107,1
34,417,9283,1
34,516,3265,1
34,544,6530,1
34,561,9751,1
34,565,1432,1
34,726,2561,1
34,841,4115,1
34,849,5989,1
34,931,890,1
34,936,4388,1
34,949,3486,1
34,975,8154,1
34,977,6568,1
34,993,5547,1
35,4,4561,1
35,129,4343,1
35,155,3845,1
35,163,2359,1
35,298,7994,1
35,330,9716,1
35,354,9775,1
35,371,7257,1
35,426,9474,1
35,433,7506,1
35,451,3733,1
35,456,2154,1
35,470,7244,1
35,530,7905,1
35,577,6203,1
35,594,6433,1
35,621,2368,1
35,621,660,2
35,654,8929,1
35,677,5946,1
35,708,5838,1
35,723,5834,1
35,742,1893,1
35,755,6580,1
35,790,1193,1
35,802,1349,1
35,893,3297,1
35,930,1890,1
35,971,6981,1
35,973,9035,1
36,11,258,1
36,11,496,2
36,30,9947,1
36,74,6846,1
36,182,6017,1
36,182,199,2
36,200,8849,1
36,213,6975,1
36,238,2273,1
36,251,4604,1
36,251,305,2
36,259,9291,1
36,262,4289,1
36,278,2870,1
36,392,7157,1
36,397,5196,1
36,568,8275,1
36,574,481,1
36,574,195,2
36,578,4001,1
36,602,7426,1
36,607,3616,1
36,650,3713,1
36,650,275,2
36,692,8411,1
36,751,5273,1
36,770,1667,1
36,776,2397,1
36,840,2598,1
36,840,453,2
36,858,2333,1
36,898,9717,1
36,935,8100,1
36,966,4887,1
37,73,1132,1
37,73,257,2
37,93,4082,1
37,104,7542,1
37,168,5406,1
37,235,8746,1
37,235,505,2
37,282,5394,1
37,288,7018,1
37,300,7569,1
37,326,513,1
37,347,6224,1
37,347,564,2
37,364,9494,1
37,443,5721,1
37,461,3100,1
37,467,5013,1
37,514,2214,1
37,549,2542,1
37,549,630,2
37,559,709,1
37,622,3764,1
37,628,3977,1
37,635,1953,1
37,644,1201,1
37,651,1357,1
37,651,403,2
37,672,2953,1
37,710,5402,1
37,830,4318,1
37,836,4488,1
37,837,351,1
37,931,1551,1
38,49,8099,1
38,49,307,2
38,56,162,1
38,62,9010,1
38,75,6581,1
38,81,9026,1
38,136,9477,1
38,160,2177,1
38,208,4459,1
38,289,8457,1
38,321,4759,1
38,388,4336,1
38,396,5395,1
38,428,4962,1
38,573,5787,1
38,579,3231,1
38,632,9132,1
38,722,953,1
38,736,5476,1
38,796,4375,1
38,861,8953,1
38,869,335,1
38,918,1242,1
38,923,4170,1
38,923,331,2
39,23,2547,1
39,52,8755,1
39,116,8689,1
39,116,638,2
39,133,9907,1
39,142,8723,1
39,162,5587,1
39,168,8666,1
39,182,9305,1
39,292,8907,1
39,344,1960,1
39,433,3864,1
39,445,4024,1
39,467,3357,1
39,478,9458,1
39,508,5639,1
39,526,4512,1
39,581,442,1
39,581,420,2
39,588,3789,1
39,602,3720,1
39,623,5850,1
39,659,2202,1
39,661,4889,1
39,703,1607,1
39,732,3839,1
39,732,203,2
39,747,9423,1
39,747,548,2
39,748,5506,1
39,752,5213,1
39,752,263,2
39,767,4799,1
39,842,9231,1
39,847,2501,1
39,862,2534,1
39,866,781,1
39,880,9675,1
39,915,5570,1
39,921,8390,1
39,989,2695,1
39,991,7739,1
39,995,7380,1
40,45,7245,1
40,47,9586,1
40,64,6217,1
40,64,309,2
40,97,5883,1
40,143,1401,1
40,180,3919,1
40,183,7835,1
40,196,3190,1
40,196,346,2
40,225,9651,1
40,291,4038,1
40,305,4285,1
40,325,7874,1
40,382,1051,1
40,449,1587,1
40,490,4943,1
40,590,426,1
40,683,2800,1
40,685,1906,1
40,785,301,1
40,786,8070,1
40,791,7612,1
40,797,1261,1
40,819,7822,1
40,819,529,2
40,833,2738,1
40,870,1082,1
40,958,1026,1
40,973,1457,1
40,993,2755,1
41,66,854,1
41,66,484,2
41,254,8941,1
41,298,2967,1
41,315,8589,1
41,330,5332,1
41,330,383,2
41,383,4887,1
41,400,4657,1
41,416,7122,1
41,416,300,2
41,425,9218,1
41,472,7837,1
41,491,8609,1
41,527,3649,1
41,568,1904,1
41,621,7351,1
41,644,6963,1
41,671,3208,1
41,685,2081,1
41,742,4897,1
41,902,9664,1
41,927,5725,1
41,952,513,1
41,963,4699,1
41,987,4968,1
41,991,9211,1
42,30,8588,1
42,48,1844,1
42,79,5095,1
42,80,4464,1
42,101,1314,1
42,132,8535,1
42,157,2285,1
42,228,2510,1
42,286,7826,1
42,312,1000,1
42,325,2860,1
42,332,8118,1
42,397,6252,1
42,416,4963,1
42,494,5241,1
42,494,518,2
42,494,471,3
42,515,5076,1
42,560,1447,1
42,583,3355,1
42,600,355,1
42,619,1060,1
42,662,7256,1
42,662,493,2
42,727,6048,1
42,733,3091,1
42,817,8947,1
42,881,2089,1
42,930,368,1
42,952,876,1
43,60,599,1
43,61,7232,1
43,71,7814,1
43,75,2823,1
43,75,399,2
43,157,5568,1
43,163,6361,1
43,163,351,2
43,185,2115,1
43,220,6877,1
43,265,3178,1
43,286,2687,1
43,295,9711,1
43,306,4014,1
43,320,5397,1
43,327,9690,1
43,351,777,1
43,454,4619,1
43,498,4589,1
43,507,6087,1
43,536,3291,1
43,574,7190,1
43,632,8914,1
43,638,3746,1
43,643,8628,1
43,655,3522,1
43,676,846,1
43,676,657,2
43,676,63,3
43,712,775,1
43,712,426,2
43,715,4976,1
43,779,6093,1
43,796,4426,1
43,815,4206,1
43,839,6370,1
43,839,258,2
43,929,5025,1
44,23,7036,1
44,88,7596,1
44,92,362,1
44,99,4276,1
44,100,6984,1
44,131,8171,1
44,149,6039,1
44,189,956,1
44,285,6751,1
44,285,262,2
44,299,9377,1
44,329,1381,1
44,341,9587,1
44,366,6469,1
44,374,724,1
44,435,8923,1
44,445,840,1
44,445,223,2
44,446,4954,1
44,569,4941,1
44,735,8978,1
44,745,8088,1
44,759,4154,1
44,801,4781,1
44,810,3129,1
44,891,1805,1
44,974,3739,1
44,993,9615,1
44,993,272,2
45,37,1893,1
45,76,6876,1
45,132,7476,1
45,141,2954,1
45,188,527,1
45,219,1953,1
45,219,664,2
45,339,2620,1
45,368,8763,1
45,378,9447,1
45,627,7004,1
45,643,76,1
45,650,9284,1
45,749,9536,1
45,761,7747,1
45,792,7083,1
45,792,548,2
45,839,5267,1
45,839,230,2
45,847,3715,1
45,852,9699,1
45,854,4085,1
45,896,9368,1
45,910,8531,1
46,140,3113,1
46,162,7447,1
46,325,8189,1
46,336,7060,1
46,355,9920,1
46,432,5465,1
46,477,389,1
46,518,3611,1
46,520,5241,1
46,669,3206,1
46,727,2582,1
46,769,2720,1
46,879,1804,1
46,879,205,2
46,910,8350,1
46,934,661,1
46,990,6123,1
47,24,5953,1
47,64,6012,1
47,64,189,2
47,83,7252,1
47,84,4803,1
47,85,2247,1
47,94,7338,1
47,197,4356,1
47,197,312,2
47,247,7446,1
47,319,6548,1
47,379,9708,1
47,399,7147,1
47,456,5973,1
47,482,3526,1
47,482,445,2
47,483,507,1
47,553,4192,1
47,564,9623,1
47,579,8577,1
47,601,9474,1
47,643,8235,1
47,675,2368,1
47,675,385,2
47,714,7897,1
47,784,2078,1
47,789,6160,1
47,813,7908,1
47,813,289,2
47,816,3576,1
47,816,574,2
47,930,280,1
47,930,6301,2
48,28,2926,1
48,43,7874,1
48,43,306,2
48,44,2680,1
48,76,2353,1
48,208,5139,1
48,226,4325,1
48,302,6816,1
48,313,3819,1
48,313,272,2
48,318,3574,1
48,461,4885,1
48,491,483,1
48,578,236,1
48,674,3812,1
48,692,1446,1
48,692,390,2
48,759,8091,1
48,827,3484,1
48,830,8600,1
48,839,2309,1
48,848,7483,1
48,849,2248,1
48,912,1069,1
48,927,2063,1
48,927,552,2
48,982,2276,1
48,985,5610,1
48,985,505,2
49,132,3185,1
49,132,234,2
49,164,7924,1
49,240,6240,1
49,240,301,2
49,280,9952,1
49,368,1115,1
49,368,578,2
49,429,9431,1
49,448,9064,1
49,598,9077,1
49,601,5571,1
49,676,5425,1
49,676,396,2
49,676,412,3
49,714,9600,1
49,756,2126,1
49,772,4301,1
49,778,7458,1
49,778,583,2
49,784,6279,1
49,784,229,2
49,793,8852,1
49,992,4706,1
50,3,2034,1
50,118,9471,1
50,249,3443,1
50,292,6878,1
50,325,7284,1
50,408,3305,1
50,408,2288,2
50,415,6313,1
50,428,7229,1
50,441,7668,1
50,521,5897,1
50,521,415,2
50,541,604,1
50,604,9082,1
50,604,572,2
50,622,9412,1
50,623,5595,1
50,703,5315,1
50,730,8119,1
50,748,901,1
50,801,8053,1
50,853,4514,1
50,889,5251,1
50,902,5795,1
50,910,5520,1
50,979,5459,1
50,992,6068,1
51,13,7099,1
51,16,2099,1
51,53,967,1
51,105,3813,1
51,105,2220,2
51,105,307,3
51,120,3165,1
51,238,9226,1
51,329,3890,1
51,476,2553,1
51,481,267,1
51,486,1946,1
51,503,8880,1
51,507,6562,1
51,527,3337,1
51,644,7074,1
51,651,6147,1
51,684,4603,1
51,813,5216,1
51,825,1948,1
51,825,503,2
51,852,1416,1
51,854,9400,1
51,893,5025,1
51,938,4724,1
52,10,4044,1
52,48,5809,1
52,53,5254,1
52,57,4878,1
52,98,1627,1
52,98,2601,2
52,249,5149,1
52,289,642,1
52,364,9719,1
52,381,2109,1
52,406,5075,1
52,435,3865,1
52,478,2880,1
52,601,1354,1
52,760,3591,1
52,801,5804,1
52,843,8248,1
52,847,5302,1
52,878,4002,1
52,878,159,2
52,886,9737,1
53,2,6089,1
53,2,376,2
53,117,1869,1
53,126,2491,1
53,137,3890,1
53,153,2409,1
53,163,5785,1
53,163,2254,2
53,183,7506,1
53,200,3842,1
53,200,177,2
53,232,9142,1
53,341,8489,1
53,441,2621,1
53,464,2182,1
53,530,4400,1
53,668,317,1
53,676,4393,1
53,687,9588,1
53,725,1477,1
53,800,6549,1
53,803,5867,1
53,803,562,2
53,841,7491,1
53,842,1713,1
53,846,1190,1
53,903,8600,1
53,921,4518,1
53,925,3046,1
53,929,8910,1
53,936,8660,1
53,993,1300,1
54,66,4287,1
54,90,4137,1
54,101,3264,1
54,106,5979,1
54,115,6333,1
54,138,4129,1
54,209,6380,1
54,259,8916,1
54,259,392,2
54,378,1386,1
54,378,333,2
54,509,7699,1
54,509,273,2
54,509,267,3
54,515,1638,1
54,633,626,1
54,634,204,1
54,638,9393,1
54,692,6570,1
54,716,6076,1
54,765,1636,1
