"slurm_task_id","trial_id","relative_update","cross_counter","cross_counter_str","first_cross_update"
75,700,2625,1,"First",NA
75,744,1144,1,"First",NA
75,866,3168,1,"First",NA
75,882,1988,1,"First",NA
75,977,2707,1,"First",NA
75,978,4965,1,"First",NA
76,180,2193,1,"First",NA
76,189,4084,1,"First",NA
76,299,3752,1,"First",NA
76,321,502,1,"First",NA
76,479,998,1,"First",NA
76,514,244,1,"First",NA
76,705,2975,1,"First",NA
76,715,4837,1,"First",NA
76,764,3077,1,"First",NA
76,873,1256,1,"First",NA
77,315,2291,1,"First",NA
77,361,3198,1,"First",NA
77,370,3775,1,"First",NA
77,533,296,1,"First",NA
77,878,679,1,"First",NA
77,881,4877,1,"First",NA
77,894,3859,1,"First",NA
77,927,210,1,"First",NA
77,941,1367,1,"First",NA
77,989,2799,1,"First",NA
78,50,4220,1,"First",NA
78,109,171,1,"First",NA
78,203,2986,1,"First",NA
78,296,4310,1,"First",NA
78,385,1758,1,"First",NA
78,400,2928,1,"First",NA
78,411,4760,1,"First",NA
78,422,2566,1,"First",NA
78,464,4939,1,"First",NA
78,575,4599,1,"First",NA
78,768,3506,1,"First",NA
78,912,4456,1,"First",NA
78,939,3375,1,"First",NA
78,947,2602,1,"First",NA
78,984,3666,1,"First",NA
78,989,487,1,"First",NA
79,102,4512,1,"First",NA
79,196,1159,1,"First",NA
79,206,2625,1,"First",NA
79,331,2827,1,"First",NA
79,356,1938,1,"First",NA
79,405,4703,1,"First",NA
79,410,4495,1,"First",NA
79,497,521,1,"First",NA
79,610,2841,1,"First",NA
79,675,4333,1,"First",NA
79,834,4091,1,"First",NA
80,88,2564,1,"First",NA
80,342,3118,1,"First",NA
80,379,4357,1,"First",NA
80,682,4074,1,"First",NA
80,708,3607,1,"First",NA
80,758,3464,1,"First",NA
80,761,2336,1,"First",NA
80,808,738,1,"First",NA
80,821,265,1,"First",NA
80,876,3806,1,"First",NA
80,884,3114,1,"First",NA
80,900,2258,1,"First",NA
80,930,3166,1,"First",NA
80,962,2676,1,"First",NA
81,127,291,1,"First",NA
81,138,720,1,"First",NA
81,267,1466,1,"First",NA
81,282,724,1,"First",NA
81,300,4244,1,"First",NA
81,439,946,1,"First",NA
81,525,3885,1,"First",NA
81,530,331,1,"First",NA
81,619,4878,1,"First",NA
81,680,1098,1,"First",NA
81,766,3553,1,"First",NA
81,817,957,1,"First",NA
81,821,915,1,"First",NA
82,114,559,1,"First",NA
82,176,3167,1,"First",NA
82,211,3830,1,"First",NA
82,362,3245,1,"First",NA
82,452,476,1,"First",NA
82,572,1853,1,"First",NA
82,577,3155,1,"First",NA
82,608,324,1,"First",NA
82,627,3883,1,"First",NA
82,661,3053,1,"First",NA
82,664,3433,1,"First",NA
82,699,2390,1,"First",NA
82,884,3935,1,"First",NA
82,971,452,1,"First",NA
82,988,933,1,"First",NA
83,94,2923,1,"First",NA
83,96,3524,1,"First",NA
83,264,2219,1,"First",NA
83,281,2596,1,"First",NA
83,282,4273,1,"First",NA
83,290,2502,1,"First",NA
83,315,4025,1,"First",NA
83,325,1450,1,"First",NA
83,334,3708,1,"First",NA
83,366,2823,1,"First",NA
83,368,253,1,"First",NA
83,414,1726,1,"First",NA
83,485,3450,1,"First",NA
83,596,1420,1,"First",NA
83,666,3870,1,"First",NA
83,747,941,1,"First",NA
83,760,851,1,"First",NA
83,816,1671,1,"First",NA
83,849,3583,1,"First",NA
83,973,1618,1,"First",NA
84,38,3025,1,"First",NA
84,54,630,1,"First",NA
84,60,2528,1,"First",NA
84,154,681,1,"First",NA
84,175,3331,1,"First",NA
84,223,1449,1,"First",NA
84,313,424,1,"First",NA
84,366,3167,1,"First",NA
84,368,3843,1,"First",NA
84,412,2302,1,"First",NA
84,479,3693,1,"First",NA
84,494,540,1,"First",NA
84,670,3283,1,"First",NA
84,690,3933,1,"First",NA
84,758,2444,1,"First",NA
84,790,3681,1,"First",NA
84,947,1623,1,"First",NA
85,20,4709,1,"First",NA
85,40,2346,1,"First",NA
85,163,4761,1,"First",NA
85,260,852,1,"First",NA
85,439,3780,1,"First",NA
85,455,1308,1,"First",NA
85,463,4882,1,"First",NA
85,597,788,1,"First",NA
85,671,1115,1,"First",NA
85,707,4783,1,"First",NA
85,780,486,1,"First",NA
85,810,3187,1,"First",NA
85,916,3924,1,"First",NA
86,95,4320,1,"First",NA
86,159,4990,1,"First",NA
86,167,737,1,"First",NA
86,346,1790,1,"First",NA
86,347,4693,1,"First",NA
86,391,4236,1,"First",NA
86,606,2924,1,"First",NA
86,692,2239,1,"First",NA
86,706,3009,1,"First",NA
86,845,3486,1,"First",NA
86,889,4439,1,"First",NA
87,42,3032,1,"First",NA
87,272,1557,1,"First",NA
87,385,3427,1,"First",NA
87,400,3150,1,"First",NA
87,525,3570,1,"First",NA
87,618,4592,1,"First",NA
87,862,1856,1,"First",NA
87,871,4822,1,"First",NA
87,897,4827,1,"First",NA
87,927,4771,1,"First",NA
88,34,1443,1,"First",NA
88,53,1090,1,"First",NA
88,411,3989,1,"First",NA
88,484,3516,1,"First",NA
88,609,3445,1,"First",NA
88,733,765,1,"First",NA
88,815,4153,1,"First",NA
88,830,4236,1,"First",NA
88,875,303,1,"First",NA
88,960,3772,1,"First",NA
89,103,4140,1,"First",NA
89,162,1575,1,"First",NA
89,221,2327,1,"First",NA
89,244,3111,1,"First",NA
89,290,4275,1,"First",NA
89,488,3933,1,"First",NA
89,509,1623,1,"First",NA
89,531,1740,1,"First",NA
89,646,739,1,"First",NA
89,659,308,1,"First",NA
89,717,3751,1,"First",NA
89,763,1311,1,"First",NA
89,769,2232,1,"First",NA
89,802,1513,1,"First",NA
89,813,3548,1,"First",NA
89,830,932,1,"First",NA
89,939,531,1,"First",NA
89,983,347,1,"First",NA
90,19,3822,1,"First",NA
90,94,155,1,"First",NA
90,172,3160,1,"First",NA
90,286,4922,1,"First",NA
90,294,856,1,"First",NA
90,368,1697,1,"First",NA
90,376,4459,1,"First",NA
90,393,1183,1,"First",NA
90,606,4644,1,"First",NA
90,667,4517,1,"First",NA
90,699,2617,1,"First",NA
90,855,4230,1,"First",NA
90,911,2434,1,"First",NA
90,956,3670,1,"First",NA
90,986,135,1,"First",NA
91,406,3079,1,"First",NA
91,497,4816,1,"First",NA
91,500,3708,1,"First",NA
91,545,1565,1,"First",NA
91,547,301,1,"First",NA
91,611,626,1,"First",NA
91,742,4403,1,"First",NA
91,784,951,1,"First",NA
92,63,4141,1,"First",NA
92,220,3224,1,"First",NA
92,266,1254,1,"First",NA
92,304,2502,1,"First",NA
92,430,3826,1,"First",NA
92,613,344,1,"First",NA
92,645,4827,1,"First",NA
92,780,3786,1,"First",NA
92,885,4506,1,"First",NA
92,970,2310,1,"First",NA
92,978,136,1,"First",NA
93,31,792,1,"First",NA
93,119,4528,1,"First",NA
93,187,1299,1,"First",NA
93,258,747,1,"First",NA
93,274,1396,1,"First",NA
93,313,279,1,"First",NA
93,325,2806,1,"First",NA
93,448,4657,1,"First",NA
93,464,900,1,"First",NA
93,542,156,1,"First",NA
93,601,1167,1,"First",NA
93,605,3965,1,"First",NA
93,688,356,1,"First",NA
93,719,3472,1,"First",NA
93,750,4862,1,"First",NA
93,829,3910,1,"First",NA
93,844,4071,1,"First",NA
93,953,4489,1,"First",NA
94,25,363,1,"First",NA
94,86,2273,1,"First",NA
94,189,2321,1,"First",NA
94,260,4678,1,"First",NA
94,264,201,1,"First",NA
94,384,4482,1,"First",NA
94,497,4850,1,"First",NA
94,536,4323,1,"First",NA
94,599,1879,1,"First",NA
94,642,4673,1,"First",NA
94,794,2063,1,"First",NA
94,852,4904,1,"First",NA
94,867,2723,1,"First",NA
95,50,620,1,"First",NA
95,56,4282,1,"First",NA
95,126,3496,1,"First",NA
95,313,2809,1,"First",NA
95,374,1242,1,"First",NA
95,458,2733,1,"First",NA
95,531,310,1,"First",NA
95,566,3474,1,"First",NA
95,619,614,1,"First",NA
95,713,247,1,"First",NA
95,768,228,1,"First",NA
95,770,2487,1,"First",NA
95,826,1937,1,"First",NA
95,920,2726,1,"First",NA
95,956,467,1,"First",NA
95,987,2239,1,"First",NA
95,1000,734,1,"First",NA
96,267,4948,1,"First",NA
96,342,4597,1,"First",NA
96,407,650,1,"First",NA
96,425,4800,1,"First",NA
96,488,2835,1,"First",NA
96,531,4745,1,"First",NA
96,756,4992,1,"First",NA
96,818,919,1,"First",NA
96,869,1280,1,"First",NA
96,881,462,1,"First",NA
96,886,2756,1,"First",NA
96,986,1776,1,"First",NA
96,989,147,1,"First",NA
97,89,1975,1,"First",NA
97,97,836,1,"First",NA
97,305,1542,1,"First",NA
97,343,1929,1,"First",NA
97,351,3993,1,"First",NA
97,360,1547,1,"First",NA
97,418,2019,1,"First",NA
97,454,3814,1,"First",NA
97,518,4501,1,"First",NA
97,584,1216,1,"First",NA
97,701,3927,1,"First",NA
97,737,1604,1,"First",NA
97,796,2663,1,"First",NA
97,814,3825,1,"First",NA
97,852,4083,1,"First",NA
97,884,2710,1,"First",NA
98,165,916,1,"First",NA
98,174,1557,1,"First",NA
98,175,4167,1,"First",NA
98,263,684,1,"First",NA
98,307,1862,1,"First",NA
98,493,2150,1,"First",NA
98,807,3137,1,"First",NA
98,817,4435,1,"First",NA
98,843,2533,1,"First",NA
98,946,656,1,"First",NA
98,1000,4173,1,"First",NA
99,27,398,1,"First",NA
99,67,1248,1,"First",NA
99,154,2873,1,"First",NA
99,236,1261,1,"First",NA
99,245,986,1,"First",NA
99,285,2298,1,"First",NA
99,310,2469,1,"First",NA
99,311,1316,1,"First",NA
99,338,2514,1,"First",NA
99,357,4641,1,"First",NA
99,440,453,1,"First",NA
99,542,786,1,"First",NA
99,551,2739,1,"First",NA
99,711,4477,1,"First",NA
99,804,3605,1,"First",NA
100,8,1383,1,"First",NA
100,73,2609,1,"First",NA
100,94,4537,1,"First",NA
100,261,4644,1,"First",NA
100,303,4557,1,"First",NA
100,392,160,1,"First",NA
100,779,3624,1,"First",NA
100,808,1694,1,"First",NA
100,906,3170,1,"First",NA
100,995,3903,1,"First",NA
101,1,4669,1,"First",NA
101,103,1373,1,"First",NA
101,116,99,1,"First",NA
101,227,1885,1,"First",NA
101,238,4942,1,"First",NA
101,287,3815,1,"First",NA
101,291,2996,1,"First",NA
101,457,303,1,"First",NA
101,646,898,1,"First",NA
101,696,4492,1,"First",NA
101,698,1964,1,"First",NA
101,814,649,1,"First",NA
101,853,2346,1,"First",NA
101,939,1512,1,"First",NA
101,964,297,1,"First",NA
102,34,2265,1,"First",NA
102,167,2662,1,"First",NA
102,225,1331,1,"First",NA
102,250,3970,1,"First",NA
102,325,2448,1,"First",NA
102,391,2245,1,"First",NA
102,479,4236,1,"First",NA
102,521,3949,1,"First",NA
102,697,709,1,"First",NA
103,20,735,1,"First",NA
103,44,3865,1,"First",NA
103,127,4187,1,"First",NA
103,177,3190,1,"First",NA
103,220,656,1,"First",NA
103,239,456,1,"First",NA
103,290,2644,1,"First",NA
103,367,1121,1,"First",NA
103,394,2627,1,"First",NA
103,411,1039,1,"First",NA
103,572,2822,1,"First",NA
103,648,4475,1,"First",NA
103,783,533,1,"First",NA
103,789,1771,1,"First",NA
103,814,4632,1,"First",NA
104,130,4311,1,"First",NA
104,166,1648,1,"First",NA
104,232,4085,1,"First",NA
104,368,1321,1,"First",NA
104,386,4390,1,"First",NA
104,487,3716,1,"First",NA
104,549,586,1,"First",NA
104,567,2419,1,"First",NA
104,575,553,1,"First",NA
104,729,3901,1,"First",NA
104,862,4602,1,"First",NA
104,954,711,1,"First",NA
104,989,2381,1,"First",NA
105,99,1676,1,"First",NA
105,224,2564,1,"First",NA
105,364,2513,1,"First",NA
105,403,2985,1,"First",NA
105,494,2781,1,"First",NA
105,551,1963,1,"First",NA
105,557,480,1,"First",NA
105,602,4372,1,"First",NA
105,825,2156,1,"First",NA
105,881,1412,1,"First",NA
106,15,4200,1,"First",NA
106,120,4031,1,"First",NA
106,191,644,1,"First",NA
106,268,1693,1,"First",NA
106,294,146,1,"First",NA
106,375,988,1,"First",NA
106,384,2691,1,"First",NA
106,386,4811,1,"First",NA
106,494,1945,1,"First",NA
106,561,743,1,"First",NA
106,620,1738,1,"First",NA
106,663,4577,1,"First",NA
106,754,1318,1,"First",NA
106,757,2587,1,"First",NA
106,813,1769,1,"First",NA
107,13,3552,1,"First",NA
107,102,3673,1,"First",NA
107,177,4059,1,"First",NA
107,223,3634,1,"First",NA
107,261,107,1,"First",NA
107,345,2557,1,"First",NA
107,375,1326,1,"First",NA
107,571,503,1,"First",NA
107,751,3291,1,"First",NA
107,889,1076,1,"First",NA
107,930,4994,1,"First",NA
107,944,140,1,"First",NA
107,964,3021,1,"First",NA
108,4,1398,1,"First",NA
108,23,457,1,"First",NA
108,53,612,1,"First",NA
108,130,1146,1,"First",NA
108,240,2083,1,"First",NA
108,307,1812,1,"First",NA
108,346,2055,1,"First",NA
108,529,4101,1,"First",NA
108,596,3173,1,"First",NA
108,665,906,1,"First",NA
108,760,258,1,"First",NA
108,899,4551,1,"First",NA
108,903,4823,1,"First",NA
108,925,3582,1,"First",NA
109,230,1262,1,"First",NA
109,280,963,1,"First",NA
109,342,242,1,"First",NA
109,396,439,1,"First",NA
109,403,2477,1,"First",NA
109,410,3567,1,"First",NA
109,595,796,1,"First",NA
109,625,373,1,"First",NA
109,660,2801,1,"First",NA
109,668,1583,1,"First",NA
109,800,1693,1,"First",NA
109,824,1093,1,"First",NA
109,863,3278,1,"First",NA
109,884,4928,1,"First",NA
109,961,1496,1,"First",NA
109,973,3615,1,"First",NA
109,986,2794,1,"First",NA
110,6,4000,1,"First",NA
110,282,3112,1,"First",NA
110,378,4737,1,"First",NA
110,476,1367,1,"First",NA
110,527,3952,1,"First",NA
110,632,366,1,"First",NA
110,745,1924,1,"First",NA
110,809,3276,1,"First",NA
110,852,3961,1,"First",NA
110,917,2251,1,"First",NA
110,934,4341,1,"First",NA
110,975,4650,1,"First",NA
110,993,4804,1,"First",NA
111,39,420,1,"First",NA
111,56,319,1,"First",NA
111,100,3528,1,"First",NA
111,191,4767,1,"First",NA
111,252,3568,1,"First",NA
111,407,4124,1,"First",NA
111,504,2133,1,"First",NA
111,609,4636,1,"First",NA
111,618,3724,1,"First",NA
111,673,607,1,"First",NA
111,679,632,1,"First",NA
111,762,3840,1,"First",NA
111,837,4898,1,"First",NA
111,944,3721,1,"First",NA
111,964,226,1,"First",NA
112,249,4058,1,"First",NA
112,348,527,1,"First",NA
112,414,4425,1,"First",NA
112,689,1558,1,"First",NA
112,760,231,1,"First",NA
112,891,3818,1,"First",NA
113,42,488,1,"First",NA
113,66,614,1,"First",NA
113,294,3319,1,"First",NA
113,326,4616,1,"First",NA
113,626,2892,1,"First",NA
113,660,767,1,"First",NA
113,924,1458,1,"First",NA
114,89,1266,1,"First",NA
114,93,384,1,"First",NA
114,112,3154,1,"First",NA
114,157,2179,1,"First",NA
114,168,1962,1,"First",NA
114,210,4785,1,"First",NA
114,323,2799,1,"First",NA
114,352,4720,1,"First",NA
114,385,4376,1,"First",NA
114,488,1697,1,"First",NA
114,527,4380,1,"First",NA
114,538,218,1,"First",NA
114,550,4035,1,"First",NA
114,554,2552,1,"First",NA
114,903,1268,1,"First",NA
114,968,633,1,"First",NA
115,13,3489,1,"First",NA
115,185,3782,1,"First",NA
115,191,2287,1,"First",NA
115,257,4736,1,"First",NA
115,281,4843,1,"First",NA
115,325,2264,1,"First",NA
115,416,3108,1,"First",NA
115,433,2803,1,"First",NA
115,470,1796,1,"First",NA
115,613,182,1,"First",NA
115,795,2533,1,"First",NA
115,833,3419,1,"First",NA
115,849,1140,1,"First",NA
115,946,4667,1,"First",NA
115,969,2763,1,"First",NA
116,43,2362,1,"First",NA
116,62,2670,1,"First",NA
116,300,2514,1,"First",NA
116,345,4731,1,"First",NA
116,427,293,1,"First",NA
116,450,2409,1,"First",NA
116,549,3123,1,"First",NA
116,550,1224,1,"First",NA
116,753,1399,1,"First",NA
116,757,3143,1,"First",NA
116,819,320,1,"First",NA
116,822,2088,1,"First",NA
116,882,2718,1,"First",NA
116,949,4876,1,"First",NA
117,22,2706,1,"First",NA
117,110,2624,1,"First",NA
117,131,2012,1,"First",NA
117,186,3667,1,"First",NA
117,244,3981,1,"First",NA
117,286,419,1,"First",NA
117,347,4374,1,"First",NA
117,406,4327,1,"First",NA
117,588,3698,1,"First",NA
117,632,4929,1,"First",NA
117,645,4644,1,"First",NA
117,708,2768,1,"First",NA
117,714,2324,1,"First",NA
117,804,4456,1,"First",NA
117,813,1729,1,"First",NA
117,824,2881,1,"First",NA
118,183,4983,1,"First",NA
118,195,628,1,"First",NA
118,329,534,1,"First",NA
118,358,1115,1,"First",NA
118,413,724,1,"First",NA
118,487,2519,1,"First",NA
118,510,3289,1,"First",NA
118,528,4326,1,"First",NA
118,546,1452,1,"First",NA
118,678,2502,1,"First",NA
118,838,3167,1,"First",NA
118,890,4157,1,"First",NA
118,956,1880,1,"First",NA
118,958,2924,1,"First",NA
118,991,2305,1,"First",NA
119,34,1460,1,"First",NA
119,55,2618,1,"First",NA
119,75,728,1,"First",NA
119,112,2910,1,"First",NA
119,117,2700,1,"First",NA
119,142,3541,1,"First",NA
119,227,4404,1,"First",NA
119,228,4195,1,"First",NA
119,324,1903,1,"First",NA
119,331,3730,1,"First",NA
119,447,3801,1,"First",NA
119,485,4544,1,"First",NA
119,604,2424,1,"First",NA
119,652,4909,1,"First",NA
119,661,3275,1,"First",NA
119,881,2559,1,"First",NA
119,889,2856,1,"First",NA
119,906,1056,1,"First",NA
119,976,2856,1,"First",NA
120,31,3484,1,"First",NA
120,151,4571,1,"First",NA
120,316,3525,1,"First",NA
120,344,1400,1,"First",NA
120,359,4063,1,"First",NA
120,415,2839,1,"First",NA
120,428,2653,1,"First",NA
120,461,1248,1,"First",NA
120,464,4949,1,"First",NA
120,494,475,1,"First",NA
120,520,3732,1,"First",NA
120,568,3024,1,"First",NA
120,601,3101,1,"First",NA
120,746,4760,1,"First",NA
120,825,4328,1,"First",NA
120,879,2983,1,"First",NA
120,993,1023,1,"First",NA
121,1,3261,1,"First",NA
121,41,3704,1,"First",NA
121,80,3443,1,"First",NA
121,171,1081,1,"First",NA
121,332,3148,1,"First",NA
121,475,4483,1,"First",NA
121,538,384,1,"First",NA
121,852,2472,1,"First",NA
121,947,3473,1,"First",NA
121,955,3688,1,"First",NA
121,960,1748,1,"First",NA
121,984,697,1,"First",NA
122,59,63,1,"First",NA
122,233,2796,1,"First",NA
122,261,3446,1,"First",NA
122,282,1953,1,"First",NA
122,293,3310,1,"First",NA
122,302,1951,1,"First",NA
122,350,2051,1,"First",NA
122,385,4158,1,"First",NA
122,423,2730,1,"First",NA
122,467,907,1,"First",NA
122,497,2097,1,"First",NA
122,508,230,1,"First",NA
122,556,1770,1,"First",NA
122,590,1224,1,"First",NA
122,591,2431,1,"First",NA
122,655,3332,1,"First",NA
122,750,4388,1,"First",NA
122,858,1686,1,"First",NA
123,21,887,1,"First",NA
123,22,166,1,"First",NA
123,106,1146,1,"First",NA
123,126,2300,1,"First",NA
123,240,330,1,"First",NA
123,272,1050,1,"First",NA
123,450,3290,1,"First",NA
123,582,4239,1,"First",NA
123,589,2203,1,"First",NA
123,659,4989,1,"First",NA
123,759,4371,1,"First",NA
124,16,2983,1,"First",NA
124,38,1475,1,"First",NA
124,116,1159,1,"First",NA
124,305,4877,1,"First",NA
124,331,2591,1,"First",NA
124,426,4352,1,"First",NA
124,589,584,1,"First",NA
124,670,550,1,"First",NA
124,705,157,1,"First",NA
124,778,2988,1,"First",NA
124,781,4384,1,"First",NA
124,785,3658,1,"First",NA
124,889,3972,1,"First",NA
125,324,2406,1,"First",NA
125,398,1318,1,"First",NA
125,504,899,1,"First",NA
125,522,3172,1,"First",NA
125,664,2585,1,"First",NA
125,854,4894,1,"First",NA
125,860,2290,1,"First",NA
126,160,2026,1,"First",NA
126,489,2899,1,"First",NA
126,541,965,1,"First",NA
126,617,3536,1,"First",NA
126,642,394,1,"First",NA
126,735,3290,1,"First",NA
126,801,2552,1,"First",NA
126,816,1122,1,"First",NA
126,837,1052,1,"First",NA
127,11,2936,1,"First",NA
127,232,387,1,"First",NA
127,238,2713,1,"First",NA
127,350,3806,1,"First",NA
127,445,3439,1,"First",NA
127,447,2845,1,"First",NA
127,589,1763,1,"First",NA
127,605,2543,1,"First",NA
127,627,3388,1,"First",NA
127,644,4035,1,"First",NA
127,675,568,1,"First",NA
127,709,4093,1,"First",NA
127,746,4650,1,"First",NA
127,942,3393,1,"First",NA
127,959,2220,1,"First",NA
128,112,2887,1,"First",NA
128,149,1981,1,"First",NA
128,251,1110,1,"First",NA
128,300,4690,1,"First",NA
128,327,2914,1,"First",NA
128,346,2977,1,"First",NA
128,648,1320,1,"First",NA
128,870,1449,1,"First",NA
128,908,4564,1,"First",NA
128,966,4637,1,"First",NA
129,126,750,1,"First",NA
129,284,4603,1,"First",NA
129,352,177,1,"First",NA
129,523,4070,1,"First",NA
129,568,1926,1,"First",NA
129,616,752,1,"First",NA
129,704,1272,1,"First",NA
129,709,1862,1,"First",NA
129,831,3709,1,"First",NA
129,995,2221,1,"First",NA
130,60,2578,1,"First",NA
130,76,275,1,"First",NA
130,82,1463,1,"First",NA
130,186,4270,1,"First",NA
130,187,4783,1,"First",NA
130,215,2379,1,"First",NA
130,265,3806,1,"First",NA
130,301,2367,1,"First",NA
130,493,4203,1,"First",NA
130,532,95,1,"First",NA
130,548,3623,1,"First",NA
130,571,432,1,"First",NA
130,662,1633,1,"First",NA
130,667,3890,1,"First",NA
130,898,3533,1,"First",NA
131,65,4982,1,"First",NA
131,151,2315,1,"First",NA
131,215,3583,1,"First",NA
131,289,4818,1,"First",NA
131,399,3823,1,"First",NA
131,449,377,1,"First",NA
131,586,1711,1,"First",NA
131,618,4838,1,"First",NA
131,731,617,1,"First",NA
131,797,3209,1,"First",NA
131,860,1925,1,"First",NA
132,3,4098,1,"First",NA
132,4,3727,1,"First",NA
132,111,1941,1,"First",NA
132,158,3760,1,"First",NA
132,191,2561,1,"First",NA
132,298,625,1,"First",NA
132,351,2147,1,"First",NA
132,477,4145,1,"First",NA
132,505,4443,1,"First",NA
132,532,907,1,"First",NA
132,646,3822,1,"First",NA
132,785,1299,1,"First",NA
132,892,1428,1,"First",NA
132,904,715,1,"First",NA
133,182,141,1,"First",NA
133,312,3776,1,"First",NA
133,372,4265,1,"First",NA
133,377,2459,1,"First",NA
133,405,2056,1,"First",NA
133,512,4458,1,"First",NA
133,667,3071,1,"First",NA
133,837,2788,1,"First",NA
133,838,448,1,"First",NA
134,81,2760,1,"First",NA
134,98,2076,1,"First",NA
134,291,4299,1,"First",NA
134,315,3880,1,"First",NA
134,483,398,1,"First",NA
134,548,743,1,"First",NA
134,556,3700,1,"First",NA
134,670,1697,1,"First",NA
134,700,2648,1,"First",NA
134,781,3319,1,"First",NA
134,823,161,1,"First",NA
134,840,2595,1,"First",NA
135,33,4876,1,"First",NA
135,101,1341,1,"First",NA
135,176,1696,1,"First",NA
135,328,1614,1,"First",NA
135,487,843,1,"First",NA
135,610,1156,1,"First",NA
135,619,1342,1,"First",NA
135,660,1567,1,"First",NA
135,701,3915,1,"First",NA
135,702,2964,1,"First",NA
135,705,393,1,"First",NA
135,735,4605,1,"First",NA
135,792,1599,1,"First",NA
135,838,1658,1,"First",NA
135,876,2247,1,"First",NA
135,991,1917,1,"First",NA
136,67,4070,1,"First",NA
136,192,407,1,"First",NA
136,220,4619,1,"First",NA
136,330,2840,1,"First",NA
136,398,271,1,"First",NA
136,517,2949,1,"First",NA
136,527,2995,1,"First",NA
136,597,3153,1,"First",NA
136,629,3547,1,"First",NA
136,724,3365,1,"First",NA
136,741,471,1,"First",NA
136,827,4896,1,"First",NA
136,857,3084,1,"First",NA
136,862,2317,1,"First",NA
136,906,1083,1,"First",NA
136,958,4204,1,"First",NA
137,19,2364,1,"First",NA
137,45,2444,1,"First",NA
137,99,1373,1,"First",NA
137,288,3485,1,"First",NA
137,301,2268,1,"First",NA
137,304,1959,1,"First",NA
137,360,2318,1,"First",NA
137,363,4987,1,"First",NA
137,375,4460,1,"First",NA
137,404,2622,1,"First",NA
137,524,360,1,"First",NA
137,630,1471,1,"First",NA
137,636,3773,1,"First",NA
137,654,2528,1,"First",NA
137,659,3567,1,"First",NA
137,662,2114,1,"First",NA
137,736,2561,1,"First",NA
137,748,313,1,"First",NA
137,783,1191,1,"First",NA
138,5,1585,1,"First",NA
138,32,526,1,"First",NA
138,114,3400,1,"First",NA
138,188,3162,1,"First",NA
138,262,4970,1,"First",NA
138,296,2382,1,"First",NA
138,354,2400,1,"First",NA
138,431,3561,1,"First",NA
138,453,4169,1,"First",NA
138,487,4266,1,"First",NA
138,581,1445,1,"First",NA
138,740,216,1,"First",NA
139,36,2326,1,"First",NA
139,118,2144,1,"First",NA
139,230,293,1,"First",NA
139,335,1349,1,"First",NA
139,353,144,1,"First",NA
139,373,3785,1,"First",NA
139,444,3229,1,"First",NA
139,538,2152,1,"First",NA
139,607,2150,1,"First",NA
139,616,1524,1,"First",NA
139,664,4727,1,"First",NA
139,683,4745,1,"First",NA
139,744,3762,1,"First",NA
139,768,2762,1,"First",NA
139,810,4724,1,"First",NA
139,964,1845,1,"First",NA
139,980,4362,1,"First",NA
140,28,279,1,"First",NA
140,113,226,1,"First",NA
140,121,211,1,"First",NA
140,170,4121,1,"First",NA
140,201,1970,1,"First",NA
140,477,3748,1,"First",NA
140,552,2915,1,"First",NA
140,611,3942,1,"First",NA
140,669,1673,1,"First",NA
140,758,4054,1,"First",NA
140,845,3880,1,"First",NA
140,956,1827,1,"First",NA
140,987,3860,1,"First",NA
141,86,1274,1,"First",NA
141,229,2907,1,"First",NA
141,251,2392,1,"First",NA
141,299,3730,1,"First",NA
141,305,3934,1,"First",NA
141,363,3701,1,"First",NA
141,385,2013,1,"First",NA
141,424,4953,1,"First",NA
141,443,1690,1,"First",NA
141,497,2241,1,"First",NA
141,579,3190,1,"First",NA
141,751,4378,1,"First",NA
141,953,1748,1,"First",NA
142,32,1943,1,"First",NA
142,61,4347,1,"First",NA
142,73,3041,1,"First",NA
142,178,1578,1,"First",NA
142,198,2296,1,"First",NA
142,680,3248,1,"First",NA
142,768,4840,1,"First",NA
142,810,2184,1,"First",NA
142,892,4440,1,"First",NA
142,989,2932,1,"First",NA
143,86,2456,1,"First",NA
143,149,2056,1,"First",NA
143,220,836,1,"First",NA
143,343,2938,1,"First",NA
143,414,4035,1,"First",NA
143,425,3273,1,"First",NA
143,450,714,1,"First",NA
143,464,1692,1,"First",NA
143,483,3867,1,"First",NA
143,564,259,1,"First",NA
143,779,2193,1,"First",NA
143,883,1467,1,"First",NA
143,952,994,1,"First",NA
143,980,3659,1,"First",NA
143,989,4699,1,"First",NA
144,23,3665,1,"First",NA
144,37,772,1,"First",NA
144,60,4809,1,"First",NA
144,102,3198,1,"First",NA
144,187,1266,1,"First",NA
144,223,1638,1,"First",NA
144,309,4399,1,"First",NA
144,343,476,1,"First",NA
144,381,108,1,"First",NA
144,416,4961,1,"First",NA
144,469,3344,1,"First",NA
144,486,486,1,"First",NA
144,498,2914,1,"First",NA
144,520,4660,1,"First",NA
144,529,1524,1,"First",NA
144,587,3199,1,"First",NA
144,588,4714,1,"First",NA
144,665,2863,1,"First",NA
144,682,2777,1,"First",NA
144,714,4237,1,"First",NA
144,721,336,1,"First",NA
144,836,1411,1,"First",NA
144,849,664,1,"First",NA
144,859,677,1,"First",NA
144,863,2097,1,"First",NA
144,879,2831,1,"First",NA
144,940,4496,1,"First",NA
144,960,2300,1,"First",NA
145,26,4041,1,"First",NA
145,76,522,1,"First",NA
145,131,3274,1,"First",NA
