"slurm_task_id","replay_gen","count","frac_crossed"
1,1,1776,0.1776
2,2,1727,0.1727
3,3,1766,0.1766
4,4,1746,0.1746
5,5,1687,0.1687
6,6,1738,0.1738
7,7,1671,0.1671
8,8,1762,0.1762
9,9,1770,0.177
10,10,1763,0.1763
11,11,1692,0.1692
12,12,1721,0.1721
13,13,1748,0.1748
14,14,1664,0.1664
15,15,1688,0.1688
16,16,1654,0.1654
17,17,1636,0.1636
18,18,1652,0.1652
19,19,1653,0.1653
20,20,1653,0.1653
21,21,1657,0.1657
22,22,1677,0.1677
23,23,1647,0.1647
24,24,1630,0.163
25,25,1705,0.1705
26,26,1616,0.1616
27,27,1593,0.1593
28,28,1576,0.1576
29,29,1613,0.1613
30,30,1633,0.1633
31,31,1626,0.1626
32,32,1567,0.1567
33,33,1589,0.1589
34,34,1609,0.1609
35,35,1606,0.1606
36,36,1592,0.1592
37,37,1538,0.1538
38,38,2348,0.2348
39,39,2323,0.2323
40,40,2338,0.2338
41,41,2252,0.2252
42,42,2380,0.238
43,43,2358,0.2358
44,44,2308,0.2308
45,45,2339,0.2339
46,46,2332,0.2332
47,47,2296,0.2296
48,48,2338,0.2338
49,49,2273,0.2273
50,50,2371,0.2371
51,51,2259,0.2259
52,52,2394,0.2394
53,53,2229,0.2229
54,54,2306,0.2306
55,55,2251,0.2251
56,56,2282,0.2282
57,57,2225,0.2225
58,58,2293,0.2293
59,59,2224,0.2224
60,60,2191,0.2191
61,61,2277,0.2277
62,62,2272,0.2272
63,63,2253,0.2253
64,64,2299,0.2299
65,65,2229,0.2229
66,66,2320,0.232
67,67,2200,0.22
68,68,2247,0.2247
69,69,2193,0.2193
70,70,2257,0.2257
71,71,2236,0.2236
72,72,2220,0.222
73,73,2177,0.2177
74,74,2187,0.2187
75,75,2145,0.2145
76,76,2192,0.2192
77,77,2170,0.217
78,78,2155,0.2155
79,79,2126,0.2126
80,80,2129,0.2129
81,81,2138,0.2138
82,82,2182,0.2182
83,83,2120,0.212
84,84,2135,0.2135
85,85,2119,0.2119
86,86,2082,0.2082
87,87,2089,0.2089
88,88,1961,0.1961
89,89,2033,0.2033
90,90,2116,0.2116
91,91,2121,0.2121
92,92,2089,0.2089
93,93,2175,0.2175
94,94,2037,0.2037
95,95,2092,0.2092
96,96,2107,0.2107
97,97,2022,0.2022
98,98,2075,0.2075
99,99,2104,0.2104
100,100,2100,0.21
101,101,2113,0.2113
102,102,1990,0.199
103,103,2087,0.2087
104,104,2035,0.2035
105,105,1991,0.1991
106,106,1945,0.1945
107,107,1887,0.1887
108,108,1297,0.1297
109,109,1175,0.1175
110,110,1246,0.1246
111,111,1302,0.1302
112,112,1310,0.131
113,113,1227,0.1227
114,114,1278,0.1278
