"slurm_task_id","replay_gen","count","frac_crossed"
1,1,10,0.01
2,5,3,0.003
3,9,4,0.004
5,17,2,0.002
6,21,3,0.003
7,25,2,0.002
8,29,3,0.003
9,33,1,0.001
10,37,4,0.004
12,45,1,0.001
18,69,2,0.002
19,73,4,0.004
20,77,2,0.002
22,85,3,0.003
23,89,2,0.002
25,97,1,0.001
27,105,3,0.003
29,113,3,0.003
30,117,1,0.001
31,121,1,0.001
32,125,4,0.004
33,129,2,0.002
34,133,4,0.004
35,137,2,0.002
36,141,3,0.003
39,153,1,0.001
40,157,1,0.001
42,165,1,0.001
43,169,2,0.002
45,177,3,0.003
47,185,1,0.001
49,193,2,0.002
50,197,2,0.002
51,201,1,0.001
52,205,2,0.002
53,209,2,0.002
54,213,2,0.002
55,217,1,0.001
56,221,4,0.004
57,225,2,0.002
58,229,4,0.004
59,233,1,0.001
60,237,1,0.001
61,241,2,0.002
62,245,4,0.004
63,249,3,0.003
64,253,3,0.003
66,261,3,0.003
67,265,2,0.002
68,269,1,0.001
72,285,2,0.002
74,293,1,0.001
75,297,2,0.002
76,301,1,0.001
78,309,1,0.001
81,321,3,0.003
82,325,2,0.002
83,329,2,0.002
85,337,1,0.001
86,341,1,0.001
87,345,4,0.004
89,353,2,0.002
90,357,1,0.001
91,361,1,0.001
92,365,2,0.002
94,373,3,0.003
95,377,1,0.001
96,381,2,0.002
97,385,3,0.003
98,389,5,0.005
99,393,1,0.001
101,401,4,0.004
102,405,2,0.002
103,409,1,0.001
104,413,3,0.003
105,417,3,0.003
106,421,2,0.002
107,425,6,0.006
108,429,3,0.003
109,433,2,0.002
110,437,2,0.002
112,445,2,0.002
114,453,4,0.004
115,457,4,0.004
116,461,1,0.001
117,465,2,0.002
120,477,4,0.004
121,481,4,0.004
122,485,3,0.003
123,489,6,0.006
124,493,2,0.002
125,497,2,0.002
126,501,3,0.003
127,505,1,0.001
128,509,2,0.002
129,513,1,0.001
130,517,3,0.003
131,521,2,0.002
132,525,2,0.002
133,529,1,0.001
134,533,5,0.005
135,537,9,0.009
136,541,6,0.006
137,545,1,0.001
138,549,4,0.004
139,553,3,0.003
140,557,29,0.029
141,561,6,0.006
142,565,4,0.004
144,573,5,0.005
145,577,2,0.002
146,581,4,0.004
147,585,1,0.001
148,589,4,0.004
150,597,2,0.002
151,601,2,0.002
152,605,1,0.001
153,609,2,0.002
154,613,2,0.002
155,617,4,0.004
156,621,3,0.003
157,625,3,0.003
158,629,1,0.001
159,633,2,0.002
160,637,2,0.002
161,641,2,0.002
163,649,6,0.006
164,653,6,0.006
165,657,3,0.003
166,661,4,0.004
167,665,6,0.006
168,669,3,0.003
169,673,26,0.026
170,677,66,0.066
171,681,28,0.028
172,685,1000,1
173,689,1000,1
174,693,1000,1
175,697,1000,1
176,701,1000,1
177,705,1000,1
178,709,1000,1
179,713,1000,1
180,717,1000,1
181,721,1000,1
182,725,1000,1
183,729,1000,1
184,733,1000,1
185,737,1000,1
186,741,1000,1
187,745,1000,1
188,749,1000,1
189,753,1000,1
190,757,1000,1
191,761,1000,1
192,765,1000,1
