"slurm_task_id","replay_gen","count","frac_crossed"
1,1,75,0.0075
2,2,54,0.0054
3,3,70,0.007
4,4,85,0.0085
5,5,58,0.0058
6,6,65,0.0065
7,7,61,0.0061
8,8,69,0.0069
9,9,74,0.0074
10,10,58,0.0058
11,11,57,0.0057
12,12,72,0.0072
13,13,66,0.0066
14,14,57,0.0057
15,15,51,0.0051
16,16,65,0.0065
17,17,59,0.0059
18,18,68,0.0068
19,19,56,0.0056
20,20,65,0.0065
21,21,64,0.0064
22,22,71,0.0071
23,23,64,0.0064
24,24,59,0.0059
25,25,56,0.0056
26,26,56,0.0056
27,27,55,0.0055
28,28,55,0.0055
29,29,57,0.0057
30,30,59,0.0059
31,31,49,0.0049
32,32,58,0.0058
33,33,60,0.006
34,34,38,0.0038
35,35,58,0.0058
36,36,59,0.0059
37,37,78,0.0078
38,38,104,0.0104
39,39,113,0.0113
40,40,103,0.0103
41,41,97,0.0097
42,42,89,0.0089
43,43,94,0.0094
44,44,93,0.0093
45,45,106,0.0106
46,46,91,0.0091
47,47,98,0.0098
48,48,93,0.0093
49,49,101,0.0101
50,50,107,0.0107
51,51,95,0.0095
52,52,119,0.0119
53,53,94,0.0094
54,54,95,0.0095
55,55,99,0.0099
56,56,104,0.0104
57,57,92,0.0092
58,58,101,0.0101
59,59,103,0.0103
60,60,107,0.0107
61,61,105,0.0105
62,62,99,0.0099
63,63,104,0.0104
64,64,96,0.0096
65,65,90,0.009
66,66,96,0.0096
67,67,105,0.0105
68,68,101,0.0101
69,69,76,0.0076
70,70,107,0.0107
71,71,89,0.0089
72,72,104,0.0104
73,73,88,0.0088
74,74,91,0.0091
75,75,87,0.0087
76,76,94,0.0094
77,77,85,0.0085
78,78,73,0.0073
79,79,81,0.0081
80,80,79,0.0079
81,81,74,0.0074
82,82,87,0.0087
83,83,79,0.0079
84,84,74,0.0074
85,85,73,0.0073
86,86,85,0.0085
87,87,69,0.0069
88,88,76,0.0076
89,89,85,0.0085
90,90,71,0.0071
91,91,81,0.0081
92,92,80,0.008
93,93,83,0.0083
94,94,82,0.0082
95,95,82,0.0082
96,96,92,0.0092
97,97,64,0.0064
98,98,89,0.0089
99,99,82,0.0082
100,100,84,0.0084
101,101,80,0.008
102,102,79,0.0079
103,103,81,0.0081
104,104,78,0.0078
105,105,93,0.0093
106,106,71,0.0071
107,107,58,0.0058
108,108,35,0.0035
109,109,29,0.0029
110,110,40,0.004
111,111,28,0.0028
112,112,31,0.0031
113,113,41,0.0041
114,114,26,0.0026
115,115,38,0.0038
116,116,37,0.0037
117,117,36,0.0036
118,118,39,0.0039
119,119,26,0.0026
120,120,45,0.0045
121,121,28,0.0028
122,122,31,0.0031
123,123,33,0.0033
124,124,32,0.0032
125,125,33,0.0033
126,126,34,0.0034
127,127,34,0.0034
128,128,30,0.003
129,129,31,0.0031
130,130,35,0.0035
131,131,30,0.003
132,132,23,0.0023
133,133,19,0.0019
134,134,27,0.0027
135,135,27,0.0027
136,136,26,0.0026
137,137,23,0.0023
138,138,29,0.0029
139,139,34,0.0034
140,140,34,0.0034
141,141,26,0.0026
142,142,27,0.0027
143,143,22,0.0022
144,144,39,0.0039
145,145,29,0.0029
146,146,14,0.0014
147,147,32,0.0032
148,148,27,0.0027
149,149,23,0.0023
150,150,24,0.0024
151,151,21,0.0021
152,152,24,0.0024
153,153,26,0.0026
154,154,19,0.0019
155,155,21,0.0021
156,156,21,0.0021
157,157,33,0.0033
158,158,59,0.0059
159,159,49,0.0049
160,160,67,0.0067
161,161,19,0.0019
162,162,17,0.0017
163,163,18,0.0018
164,164,27,0.0027
165,165,20,0.002
166,166,20,0.002
167,167,19,0.0019
168,168,24,0.0024
169,169,12,0.0012
170,170,17,0.0017
171,171,21,0.0021
172,172,26,0.0026
173,173,23,0.0023
174,174,17,0.0017
175,175,18,0.0018
176,176,26,0.0026
177,177,19,0.0019
178,178,14,0.0014
179,179,20,0.002
180,180,16,0.0016
181,181,18,0.0018
182,182,15,0.0015
183,183,11,0.0011
184,184,18,0.0018
185,185,22,0.0022
186,186,18,0.0018
187,187,21,0.0021
188,188,23,0.0023
189,189,13,0.0013
190,190,24,0.0024
191,191,14,0.0014
192,192,11,0.0011
193,193,15,0.0015
194,194,16,0.0016
195,195,13,0.0013
196,196,18,0.0018
197,197,11,0.0011
198,198,14,0.0014
199,199,21,0.0021
200,200,16,0.0016
201,201,21,0.0021
202,202,20,0.002
203,203,11,0.0011
204,204,6,6e-04
205,205,14,0.0014
206,206,14,0.0014
207,207,12,0.0012
208,208,14,0.0014
209,209,17,0.0017
210,210,14,0.0014
211,211,14,0.0014
212,212,15,0.0015
213,213,14,0.0014
214,214,10,0.001
215,215,10,0.001
216,216,14,0.0014
217,217,10,0.001
218,218,19,0.0019
219,219,14,0.0014
220,220,15,0.0015
221,221,11,0.0011
222,222,14,0.0014
223,223,4,4e-04
224,224,13,0.0013
225,225,13,0.0013
226,226,11,0.0011
227,227,9,9e-04
228,228,8,8e-04
229,229,8,8e-04
230,230,10,0.001
231,231,11,0.0011
232,232,11,0.0011
233,233,13,0.0013
234,234,8,8e-04
235,235,11,0.0011
236,236,10,0.001
237,237,11,0.0011
238,238,28,0.0028
239,239,25,0.0025
240,240,30,0.003
241,241,29,0.0029
242,242,32,0.0032
243,243,19,0.0019
244,244,28,0.0028
245,245,24,0.0024
246,246,37,0.0037
247,247,20,0.002
248,248,24,0.0024
249,249,32,0.0032
250,250,34,0.0034
251,251,26,0.0026
252,252,29,0.0029
253,253,26,0.0026
254,254,25,0.0025
255,255,21,0.0021
256,256,29,0.0029
257,257,29,0.0029
258,258,19,0.0019
259,259,22,0.0022
260,260,18,0.0018
261,261,23,0.0023
262,262,37,0.0037
263,263,23,0.0023
264,264,23,0.0023
265,265,30,0.003
266,266,16,0.0016
267,267,21,0.0021
268,268,24,0.0024
269,269,15,0.0015
270,270,15,0.0015
271,271,30,0.003
272,272,22,0.0022
273,273,19,0.0019
274,274,28,0.0028
275,275,16,0.0016
276,276,26,0.0026
277,277,34,0.0034
278,278,19,0.0019
279,279,14,0.0014
280,280,17,0.0017
281,281,18,0.0018
282,282,16,0.0016
283,283,18,0.0018
284,284,22,0.0022
285,285,12,0.0012
286,286,32,0.0032
287,287,47,0.0047
288,288,53,0.0053
289,289,68,0.0068
290,290,65,0.0065
291,291,87,0.0087
292,292,65,0.0065
293,293,66,0.0066
294,294,64,0.0064
295,295,65,0.0065
296,296,70,0.007
297,297,58,0.0058
298,298,58,0.0058
299,299,55,0.0055
300,300,71,0.0071
301,301,55,0.0055
302,302,53,0.0053
303,303,59,0.0059
304,304,67,0.0067
305,305,65,0.0065
306,306,54,0.0054
307,307,55,0.0055
308,308,66,0.0066
309,309,69,0.0069
310,310,51,0.0051
311,311,62,0.0062
312,312,51,0.0051
313,313,45,0.0045
314,314,61,0.0061
315,315,51,0.0051
316,316,54,0.0054
317,317,58,0.0058
318,318,50,0.005
319,319,50,0.005
320,320,50,0.005
321,321,50,0.005
322,322,48,0.0048
323,323,49,0.0049
324,324,40,0.004
325,325,59,0.0059
326,326,45,0.0045
327,327,56,0.0056
328,328,61,0.0061
329,329,51,0.0051
330,330,40,0.004
331,331,37,0.0037
332,332,42,0.0042
333,333,42,0.0042
334,334,45,0.0045
335,335,38,0.0038
336,336,41,0.0041
337,337,37,0.0037
338,338,48,0.0048
339,339,46,0.0046
340,340,46,0.0046
341,341,45,0.0045
342,342,45,0.0045
343,343,41,0.0041
344,344,48,0.0048
345,345,131,0.0131
346,346,137,0.0137
347,347,152,0.0152
348,348,161,0.0161
349,349,188,0.0188
350,350,137,0.0137
351,351,140,0.014
352,352,147,0.0147
353,353,148,0.0148
354,354,121,0.0121
355,355,143,0.0143
356,356,134,0.0134
357,357,124,0.0124
358,358,164,0.0164
359,359,119,0.0119
360,360,120,0.012
361,361,128,0.0128
362,362,119,0.0119
363,363,131,0.0131
364,364,134,0.0134
365,365,147,0.0147
366,366,127,0.0127
367,367,134,0.0134
368,368,104,0.0104
369,369,132,0.0132
370,370,143,0.0143
371,371,106,0.0106
372,372,120,0.012
373,373,136,0.0136
374,374,119,0.0119
375,375,105,0.0105
376,376,108,0.0108
377,377,103,0.0103
378,378,109,0.0109
379,379,104,0.0104
380,380,137,0.0137
381,381,117,0.0117
382,382,127,0.0127
383,383,99,0.0099
384,384,109,0.0109
385,385,102,0.0102
386,386,104,0.0104
387,387,112,0.0112
388,388,121,0.0121
389,389,100,0.01
390,390,100,0.01
391,391,109,0.0109
392,392,106,0.0106
393,393,109,0.0109
394,394,103,0.0103
395,395,101,0.0101
396,396,143,0.0143
397,397,132,0.0132
398,398,120,0.012
399,399,114,0.0114
400,400,109,0.0109
401,401,108,0.0108
402,402,82,0.0082
403,403,108,0.0108
404,404,51,0.0051
405,405,39,0.0039
406,406,51,0.0051
407,407,44,0.0044
408,408,34,0.0034
409,409,37,0.0037
410,410,49,0.0049
411,411,33,0.0033
412,412,44,0.0044
413,413,40,0.004
414,414,46,0.0046
415,415,83,0.0083
416,416,36,0.0036
417,417,34,0.0034
418,418,34,0.0034
419,419,39,0.0039
420,420,44,0.0044
421,421,50,0.005
422,422,71,0.0071
423,423,87,0.0087
424,424,82,0.0082
425,425,29,0.0029
426,426,41,0.0041
427,427,33,0.0033
428,428,32,0.0032
429,429,49,0.0049
430,430,38,0.0038
431,431,42,0.0042
432,432,32,0.0032
433,433,26,0.0026
434,434,57,0.0057
435,435,60,0.006
436,436,63,0.0063
437,437,64,0.0064
438,438,71,0.0071
439,439,64,0.0064
440,440,62,0.0062
441,441,39,0.0039
442,442,48,0.0048
443,443,48,0.0048
444,444,52,0.0052
445,445,35,0.0035
446,446,41,0.0041
447,447,53,0.0053
448,448,45,0.0045
449,449,49,0.0049
450,450,52,0.0052
451,451,41,0.0041
452,452,50,0.005
453,453,46,0.0046
454,454,42,0.0042
455,455,41,0.0041
456,456,45,0.0045
457,457,39,0.0039
458,458,24,0.0024
459,459,40,0.004
460,460,25,0.0025
461,461,33,0.0033
