"slurm_task_id","replay_gen","count","frac_crossed"
1,1,4,0.004
2,5,6,0.006
3,9,5,0.005
4,13,9,0.009
5,17,6,0.006
6,21,7,0.007
7,25,8,0.008
8,29,3,0.003
9,33,6,0.006
10,37,10,0.01
11,41,10,0.01
12,45,6,0.006
13,49,7,0.007
14,53,5,0.005
15,57,2,0.002
17,65,6,0.006
18,69,6,0.006
19,73,3,0.003
20,77,6,0.006
21,81,5,0.005
22,85,7,0.007
23,89,1,0.001
24,93,4,0.004
25,97,8,0.008
26,101,5,0.005
27,105,4,0.004
28,109,5,0.005
29,113,5,0.005
30,117,7,0.007
31,121,7,0.007
32,125,7,0.007
33,129,5,0.005
34,133,8,0.008
35,137,7,0.007
36,141,3,0.003
37,145,8,0.008
38,149,1,0.001
39,153,3,0.003
40,157,10,0.01
41,161,4,0.004
42,165,2,0.002
43,169,2,0.002
44,173,1,0.001
46,181,2,0.002
47,185,2,0.002
48,189,4,0.004
49,193,1,0.001
50,197,5,0.005
51,201,2,0.002
52,205,1,0.001
53,209,2,0.002
54,213,2,0.002
56,221,1,0.001
57,225,2,0.002
58,229,1,0.001
59,233,1,0.001
60,237,1,0.001
61,241,2,0.002
64,253,2,0.002
65,257,4,0.004
66,261,2,0.002
70,277,1,0.001
72,285,1,0.001
73,289,1,0.001
78,309,1,0.001
92,365,1,0.001
95,377,1,0.001
96,381,1,0.001
105,417,2,0.002
112,445,1,0.001
125,497,1,0.001
