"slurm_task_id","replay_gen","count","frac_crossed"
1,1,4,0.004
2,5,7,0.007
3,9,9,0.009
4,13,16,0.016
5,17,10,0.01
6,21,15,0.015
7,25,23,0.023
8,29,25,0.025
9,33,23,0.023
10,37,10,0.01
11,41,12,0.012
12,45,9,0.009
13,49,10,0.01
14,53,5,0.005
15,57,8,0.008
16,61,15,0.015
17,65,12,0.012
18,69,5,0.005
19,73,12,0.012
20,77,12,0.012
21,81,3,0.003
22,85,5,0.005
23,89,6,0.006
24,93,6,0.006
25,97,12,0.012
26,101,9,0.009
27,105,9,0.009
28,109,12,0.012
29,113,12,0.012
30,117,4,0.004
31,121,3,0.003
32,125,10,0.01
33,129,8,0.008
34,133,3,0.003
35,137,3,0.003
36,141,1,0.001
37,145,2,0.002
38,149,5,0.005
39,153,5,0.005
40,157,11,0.011
41,161,3,0.003
42,165,6,0.006
43,169,7,0.007
44,173,5,0.005
45,177,4,0.004
46,181,3,0.003
47,185,6,0.006
48,189,5,0.005
49,193,5,0.005
50,197,3,0.003
51,201,3,0.003
52,205,2,0.002
53,209,2,0.002
54,213,6,0.006
55,217,4,0.004
56,221,5,0.005
57,225,4,0.004
58,229,2,0.002
60,237,1,0.001
61,241,1,0.001
62,245,3,0.003
63,249,1,0.001
64,253,7,0.007
65,257,2,0.002
66,261,4,0.004
67,265,2,0.002
68,269,2,0.002
69,273,4,0.004
70,277,1,0.001
71,281,1,0.001
72,285,4,0.004
74,293,2,0.002
75,297,3,0.003
76,301,2,0.002
77,305,2,0.002
78,309,3,0.003
79,313,1,0.001
81,321,1,0.001
82,325,3,0.003
84,333,3,0.003
86,341,3,0.003
100,397,1,0.001
101,401,1,0.001
105,417,1,0.001
