"slurm_task_id","replay_gen","count","frac_crossed"
1,1,4,0.004
2,5,6,0.006
3,9,6,0.006
4,13,9,0.009
5,17,6,0.006
6,21,7,0.007
7,25,8,0.008
8,29,11,0.011
9,33,7,0.007
10,37,6,0.006
11,41,8,0.008
12,45,7,0.007
13,49,6,0.006
14,53,3,0.003
15,57,3,0.003
16,61,5,0.005
17,65,5,0.005
18,69,3,0.003
19,73,8,0.008
20,77,5,0.005
21,81,1,0.001
22,85,4,0.004
23,89,1,0.001
24,93,5,0.005
25,97,2,0.002
26,101,1,0.001
27,105,5,0.005
28,109,2,0.002
29,113,2,0.002
30,117,3,0.003
31,121,4,0.004
32,125,4,0.004
33,129,3,0.003
34,133,1,0.001
35,137,1,0.001
36,141,1,0.001
37,145,1,0.001
38,149,3,0.003
40,157,2,0.002
41,161,1,0.001
42,165,2,0.002
43,169,2,0.002
44,173,2,0.002
45,177,1,0.001
46,181,2,0.002
47,185,2,0.002
48,189,3,0.003
49,193,1,0.001
50,197,2,0.002
51,201,1,0.001
52,205,2,0.002
53,209,1,0.001
54,213,2,0.002
55,217,1,0.001
56,221,2,0.002
57,225,4,0.004
60,237,2,0.002
62,245,2,0.002
63,249,5,0.005
64,253,3,0.003
65,257,3,0.003
66,261,3,0.003
67,265,3,0.003
69,273,2,0.002
70,277,4,0.004
71,281,1,0.001
72,285,2,0.002
73,289,6,0.006
74,293,10,0.01
75,297,5,0.005
76,301,2,0.002
77,305,11,0.011
78,309,6,0.006
79,313,3,0.003
80,317,4,0.004
81,321,4,0.004
82,325,3,0.003
83,329,4,0.004
84,333,5,0.005
85,337,3,0.003
86,341,5,0.005
87,345,1,0.001
88,349,3,0.003
89,353,2,0.002
90,357,2,0.002
91,361,2,0.002
92,365,2,0.002
93,369,1,0.001
94,373,4,0.004
95,377,3,0.003
96,381,1,0.001
97,385,3,0.003
98,389,1,0.001
100,397,3,0.003
102,405,2,0.002
104,413,3,0.003
105,417,2,0.002
106,421,1,0.001
107,425,1,0.001
109,433,2,0.002
110,437,1,0.001
111,441,1,0.001
112,445,3,0.003
113,449,1,0.001
119,473,2,0.002
123,489,1,0.001
125,497,1,0.001
134,533,1,0.001
