"slurm_task_id","replay_gen","count","frac_crossed"
1,1,4,0.004
2,5,7,0.007
3,9,5,0.005
4,13,10,0.01
5,17,14,0.014
6,21,5,0.005
7,25,8,0.008
8,29,5,0.005
9,33,7,0.007
10,37,11,0.011
11,41,10,0.01
12,45,7,0.007
13,49,9,0.009
14,53,13,0.013
15,57,12,0.012
16,61,6,0.006
17,65,12,0.012
18,69,8,0.008
19,73,11,0.011
20,77,11,0.011
21,81,10,0.01
22,85,9,0.009
23,89,6,0.006
24,93,8,0.008
25,97,8,0.008
26,101,4,0.004
27,105,6,0.006
28,109,11,0.011
29,113,5,0.005
30,117,5,0.005
31,121,5,0.005
32,125,5,0.005
33,129,9,0.009
34,133,8,0.008
35,137,5,0.005
36,141,3,0.003
37,145,7,0.007
39,153,7,0.007
40,157,8,0.008
41,161,1,0.001
42,165,6,0.006
43,169,11,0.011
44,173,1,0.001
45,177,4,0.004
46,181,2,0.002
47,185,4,0.004
48,189,5,0.005
49,193,3,0.003
50,197,4,0.004
51,201,4,0.004
52,205,2,0.002
53,209,2,0.002
54,213,6,0.006
55,217,3,0.003
56,221,1,0.001
57,225,4,0.004
58,229,3,0.003
59,233,2,0.002
60,237,2,0.002
61,241,1,0.001
62,245,6,0.006
63,249,2,0.002
64,253,8,0.008
65,257,2,0.002
66,261,5,0.005
67,265,2,0.002
68,269,2,0.002
69,273,3,0.003
70,277,1,0.001
71,281,1,0.001
72,285,4,0.004
73,289,2,0.002
75,297,1,0.001
76,301,2,0.002
77,305,2,0.002
78,309,2,0.002
79,313,1,0.001
82,325,2,0.002
84,333,3,0.003
86,341,2,0.002
87,345,3,0.003
88,349,6,0.006
89,353,4,0.004
90,357,5,0.005
91,361,2,0.002
92,365,2,0.002
93,369,1,0.001
94,373,3,0.003
95,377,1,0.001
96,381,1,0.001
97,385,2,0.002
98,389,4,0.004
99,393,1,0.001
100,397,2,0.002
104,413,3,0.003
105,417,3,0.003
106,421,1,0.001
108,429,1,0.001
109,433,1,0.001
110,437,1,0.001
112,445,4,0.004
113,449,1,0.001
114,453,2,0.002
115,457,2,0.002
116,461,4,0.004
117,465,2,0.002
118,469,1,0.001
119,473,3,0.003
120,477,4,0.004
121,481,4,0.004
122,485,3,0.003
123,489,4,0.004
124,493,3,0.003
125,497,5,0.005
126,501,1,0.001
128,509,3,0.003
129,513,3,0.003
130,517,2,0.002
131,521,1,0.001
132,525,1,0.001
134,533,1,0.001
137,545,1,0.001
139,553,2,0.002
140,557,1,0.001
147,585,1,0.001
149,593,1,0.001
