"slurm_task_id","replay_gen","count","frac_crossed"
1,1,75,0.0075
2,2,48,0.0048
3,3,82,0.0082
4,4,76,0.0076
5,5,57,0.0057
6,6,62,0.0062
7,7,52,0.0052
8,8,54,0.0054
9,9,63,0.0063
10,10,55,0.0055
11,11,62,0.0062
12,12,57,0.0057
13,13,73,0.0073
14,14,66,0.0066
15,15,54,0.0054
16,16,61,0.0061
17,17,53,0.0053
18,18,70,0.007
19,19,52,0.0052
20,20,65,0.0065
21,21,64,0.0064
22,22,62,0.0062
23,23,73,0.0073
24,24,64,0.0064
25,25,68,0.0068
26,26,55,0.0055
27,27,59,0.0059
28,28,57,0.0057
29,29,52,0.0052
30,30,49,0.0049
31,31,47,0.0047
32,32,56,0.0056
33,33,51,0.0051
34,34,40,0.004
35,35,45,0.0045
36,36,61,0.0061
37,37,117,0.0117
38,38,89,0.0089
39,39,98,0.0098
40,40,107,0.0107
41,41,99,0.0099
42,42,94,0.0094
43,43,107,0.0107
44,44,133,0.0133
45,45,109,0.0109
46,46,76,0.0076
47,47,104,0.0104
48,48,99,0.0099
49,49,98,0.0098
50,50,110,0.011
51,51,102,0.0102
52,52,111,0.0111
53,53,97,0.0097
54,54,100,0.01
55,55,100,0.01
56,56,102,0.0102
57,57,88,0.0088
58,58,100,0.01
59,59,117,0.0117
60,60,89,0.0089
61,61,107,0.0107
62,62,107,0.0107
63,63,101,0.0101
64,64,93,0.0093
65,65,82,0.0082
66,66,93,0.0093
67,67,98,0.0098
68,68,103,0.0103
69,69,92,0.0092
70,70,88,0.0088
71,71,82,0.0082
72,72,95,0.0095
73,73,96,0.0096
74,74,86,0.0086
75,75,83,0.0083
76,76,94,0.0094
77,77,83,0.0083
78,78,77,0.0077
79,79,92,0.0092
80,80,83,0.0083
81,81,85,0.0085
82,82,89,0.0089
83,83,85,0.0085
84,84,74,0.0074
85,85,74,0.0074
86,86,79,0.0079
87,87,76,0.0076
88,88,88,0.0088
89,89,91,0.0091
90,90,75,0.0075
91,91,79,0.0079
92,92,93,0.0093
93,93,83,0.0083
94,94,82,0.0082
95,95,79,0.0079
96,96,75,0.0075
97,97,67,0.0067
98,98,72,0.0072
99,99,82,0.0082
100,100,82,0.0082
101,101,82,0.0082
102,102,84,0.0084
103,103,82,0.0082
104,104,75,0.0075
105,105,83,0.0083
106,106,81,0.0081
107,107,73,0.0073
108,108,74,0.0074
109,109,85,0.0085
110,110,98,0.0098
111,111,84,0.0084
112,112,75,0.0075
113,113,73,0.0073
114,114,70,0.007
115,115,79,0.0079
116,116,74,0.0074
117,117,81,0.0081
118,118,80,0.008
119,119,67,0.0067
120,120,79,0.0079
121,121,70,0.007
122,122,51,0.0051
123,123,72,0.0072
124,124,79,0.0079
125,125,71,0.0071
126,126,75,0.0075
127,127,79,0.0079
128,128,55,0.0055
129,129,68,0.0068
130,130,64,0.0064
131,131,70,0.007
132,132,75,0.0075
133,133,70,0.007
134,134,68,0.0068
135,135,63,0.0063
136,136,72,0.0072
137,137,71,0.0071
138,138,60,0.006
139,139,73,0.0073
140,140,83,0.0083
141,141,70,0.007
142,142,60,0.006
143,143,74,0.0074
144,144,66,0.0066
145,145,69,0.0069
146,146,52,0.0052
147,147,76,0.0076
148,148,60,0.006
149,149,78,0.0078
150,150,57,0.0057
151,151,63,0.0063
152,152,58,0.0058
153,153,47,0.0047
154,154,54,0.0054
155,155,58,0.0058
156,156,52,0.0052
157,157,49,0.0049
158,158,59,0.0059
159,159,54,0.0054
160,160,55,0.0055
161,161,53,0.0053
162,162,61,0.0061
163,163,60,0.006
164,164,49,0.0049
165,165,57,0.0057
166,166,41,0.0041
167,167,47,0.0047
168,168,69,0.0069
169,169,52,0.0052
170,170,58,0.0058
171,171,39,0.0039
172,172,39,0.0039
173,173,59,0.0059
174,174,48,0.0048
175,175,46,0.0046
176,176,39,0.0039
177,177,54,0.0054
178,178,58,0.0058
179,179,51,0.0051
180,180,60,0.006
181,181,41,0.0041
182,182,49,0.0049
183,183,58,0.0058
184,184,40,0.004
185,185,48,0.0048
186,186,43,0.0043
187,187,36,0.0036
188,188,62,0.0062
189,189,49,0.0049
190,190,61,0.0061
191,191,49,0.0049
192,192,47,0.0047
193,193,62,0.0062
194,194,43,0.0043
195,195,46,0.0046
196,196,44,0.0044
197,197,47,0.0047
198,198,42,0.0042
199,199,49,0.0049
200,200,35,0.0035
201,201,27,0.0027
202,202,47,0.0047
203,203,38,0.0038
204,204,40,0.004
205,205,42,0.0042
206,206,37,0.0037
207,207,36,0.0036
208,208,33,0.0033
209,209,46,0.0046
210,210,48,0.0048
211,211,40,0.004
212,212,29,0.0029
213,213,34,0.0034
214,214,39,0.0039
215,215,39,0.0039
216,216,34,0.0034
217,217,31,0.0031
218,218,32,0.0032
219,219,40,0.004
220,220,37,0.0037
221,221,34,0.0034
222,222,38,0.0038
223,223,28,0.0028
224,224,36,0.0036
225,225,34,0.0034
226,226,50,0.005
227,227,22,0.0022
228,228,21,0.0021
229,229,36,0.0036
230,230,28,0.0028
231,231,40,0.004
232,232,31,0.0031
233,233,36,0.0036
234,234,34,0.0034
235,235,24,0.0024
236,236,34,0.0034
237,237,36,0.0036
238,238,30,0.003
239,239,32,0.0032
240,240,35,0.0035
241,241,39,0.0039
242,242,18,0.0018
243,243,21,0.0021
244,244,36,0.0036
245,245,31,0.0031
246,246,26,0.0026
247,247,28,0.0028
248,248,26,0.0026
249,249,22,0.0022
250,250,37,0.0037
251,251,25,0.0025
252,252,24,0.0024
253,253,23,0.0023
254,254,23,0.0023
255,255,25,0.0025
256,256,32,0.0032
257,257,29,0.0029
258,258,21,0.0021
259,259,27,0.0027
260,260,32,0.0032
261,261,15,0.0015
262,262,30,0.003
263,263,26,0.0026
264,264,24,0.0024
265,265,16,0.0016
266,266,27,0.0027
267,267,33,0.0033
268,268,17,0.0017
269,269,14,0.0014
270,270,23,0.0023
271,271,22,0.0022
272,272,16,0.0016
273,273,24,0.0024
274,274,19,0.0019
275,275,19,0.0019
276,276,24,0.0024
277,277,17,0.0017
278,278,23,0.0023
279,279,19,0.0019
280,280,17,0.0017
281,281,24,0.0024
282,282,17,0.0017
283,283,16,0.0016
284,284,31,0.0031
285,285,19,0.0019
286,286,27,0.0027
287,287,17,0.0017
288,288,16,0.0016
289,289,21,0.0021
290,290,17,0.0017
291,291,21,0.0021
292,292,19,0.0019
293,293,22,0.0022
294,294,19,0.0019
295,295,17,0.0017
296,296,20,0.002
297,297,13,0.0013
298,298,18,0.0018
299,299,12,0.0012
300,300,17,0.0017
301,301,19,0.0019
302,302,20,0.002
303,303,18,0.0018
304,304,15,0.0015
305,305,16,0.0016
306,306,10,0.001
307,307,13,0.0013
308,308,20,0.002
309,309,18,0.0018
310,310,8,8e-04
311,311,18,0.0018
312,312,16,0.0016
313,313,17,0.0017
314,314,10,0.001
315,315,18,0.0018
316,316,8,8e-04
317,317,9,9e-04
318,318,38,0.0038
319,319,46,0.0046
320,320,50,0.005
321,321,58,0.0058
322,322,47,0.0047
323,323,51,0.0051
324,324,43,0.0043
325,325,56,0.0056
326,326,58,0.0058
327,327,58,0.0058
328,328,52,0.0052
329,329,47,0.0047
330,330,42,0.0042
331,331,41,0.0041
332,332,47,0.0047
333,333,50,0.005
334,334,46,0.0046
335,335,44,0.0044
336,336,37,0.0037
337,337,37,0.0037
338,338,48,0.0048
339,339,38,0.0038
340,340,45,0.0045
341,341,38,0.0038
342,342,34,0.0034
343,343,50,0.005
344,344,39,0.0039
345,345,38,0.0038
346,346,29,0.0029
347,347,47,0.0047
348,348,36,0.0036
349,349,32,0.0032
350,350,40,0.004
351,351,39,0.0039
352,352,42,0.0042
353,353,52,0.0052
354,354,28,0.0028
355,355,31,0.0031
356,356,33,0.0033
357,357,30,0.003
358,358,29,0.0029
359,359,38,0.0038
360,360,18,0.0018
361,361,31,0.0031
362,362,35,0.0035
363,363,30,0.003
364,364,36,0.0036
365,365,42,0.0042
366,366,30,0.003
367,367,94,0.0094
368,368,114,0.0114
369,369,110,0.011
370,370,129,0.0129
371,371,107,0.0107
372,372,118,0.0118
373,373,109,0.0109
374,374,116,0.0116
375,375,117,0.0117
376,376,99,0.0099
377,377,79,0.0079
378,378,101,0.0101
379,379,90,0.009
380,380,102,0.0102
381,381,90,0.009
382,382,102,0.0102
383,383,102,0.0102
384,384,84,0.0084
385,385,83,0.0083
386,386,93,0.0093
387,387,95,0.0095
388,388,97,0.0097
389,389,90,0.009
390,390,94,0.0094
391,391,79,0.0079
392,392,102,0.0102
393,393,94,0.0094
394,394,83,0.0083
395,395,85,0.0085
396,396,76,0.0076
397,397,94,0.0094
398,398,74,0.0074
399,399,88,0.0088
400,400,90,0.009
401,401,101,0.0101
402,402,96,0.0096
403,403,107,0.0107
404,404,79,0.0079
405,405,64,0.0064
406,406,80,0.008
407,407,66,0.0066
408,408,83,0.0083
409,409,65,0.0065
410,410,99,0.0099
411,411,69,0.0069
412,412,87,0.0087
413,413,87,0.0087
414,414,75,0.0075
415,415,88,0.0088
416,416,59,0.0059
417,417,68,0.0068
418,418,63,0.0063
419,419,45,0.0045
420,420,65,0.0065
421,421,75,0.0075
422,422,65,0.0065
423,423,72,0.0072
424,424,76,0.0076
425,425,54,0.0054
426,426,73,0.0073
427,427,81,0.0081
428,428,66,0.0066
429,429,61,0.0061
430,430,52,0.0052
431,431,60,0.006
432,432,63,0.0063
433,433,58,0.0058
434,434,57,0.0057
435,435,48,0.0048
436,436,65,0.0065
437,437,45,0.0045
438,438,39,0.0039
439,439,46,0.0046
440,440,54,0.0054
